Year,Month,Material Number,ProductFamily,Forecast
2017,4,47723,333,12
2017,4,47723,333,10
2017,4,47723,333,9
2017,4,47723,333,6
2017,4,47805,354,336
2017,4,47805,354,220
2017,4,47805,354,60
2017,4,47805,354,24
2017,4,47805,354,11
2017,4,47805,354,6
2017,4,47805,354,3
2017,4,47808,295,53955
2017,4,47808,295,33158
2017,4,47808,295,26000
2017,4,47808,295,6500
2017,4,47808,295,5000
2017,4,47808,295,4600
2017,4,47808,295,3000
2017,4,47808,295,1767
2017,4,47808,295,1200
2017,4,47808,295,600
2017,4,47808,295,552
2017,4,47808,295,500
2017,4,47808,295,500
2017,4,47808,295,500
2017,4,47808,295,408
2017,4,47808,295,390
2017,4,47808,295,264
2017,4,47808,295,225
2017,4,47808,295,180
2017,4,47808,295,112
2017,4,47808,295,96
2017,4,47808,295,48
2017,4,47808,295,6
2017,4,47808,295,6
2017,4,47852,354,90
2017,4,47852,354,50
2017,4,47852,354,36
2017,4,47852,354,6
2017,4,47852,354,3
2017,4,47854,354,200
2017,4,47854,354,200
2017,4,47854,354,120
2017,4,47854,354,66
2017,4,47854,354,48
2017,4,47854,354,6
2017,4,47986,67,93
2017,4,48009,355,38150
2017,4,48009,355,14500
2017,4,48009,355,11800
2017,4,48009,355,4118
2017,4,48009,355,3058
2017,4,48009,355,2200
2017,4,48009,355,2125
2017,4,48009,355,2078
2017,4,48009,355,1701
2017,4,48009,355,1650
2017,4,48009,355,459
2017,4,48009,355,380
2017,4,48009,355,333
2017,4,48009,355,316
2017,4,48009,355,288
2017,4,48009,355,264
2017,4,48009,355,250
2017,4,48009,355,250
2017,4,48009,355,200
2017,4,48009,355,156
2017,4,48009,355,144
2017,4,48009,355,48
2017,4,48009,355,48
2017,4,48009,355,20
2017,4,48230,159,10469
2017,4,48231,159,29585
2017,4,48232,159,11504
2017,4,48695,460,1016
2017,4,48695,460,350
2017,4,48695,460,311
2017,4,48695,460,54
2017,4,48695,460,36
2017,4,48695,460,25
2017,4,48695,460,22
2017,4,48696,460,2758
2017,4,48696,460,1100
2017,4,48696,460,892
2017,4,48696,460,612
2017,4,48696,460,96
2017,4,48696,460,30
2017,4,48697,460,1806
2017,4,48697,460,1694
2017,4,48697,460,1225
2017,4,48697,460,625
2017,4,48697,460,600
2017,4,48697,460,200
2017,4,48697,460,180
2017,4,48697,460,100
2017,4,48697,460,100
2017,4,48698,574,3350
2017,4,48698,574,1330
2017,4,48698,574,1262
2017,4,48698,574,600
2017,4,48698,574,144
2017,4,48698,574,75
2017,4,48698,574,42
2017,4,48698,574,2
2017,4,48740,348,23004
2017,4,48740,348,4934
2017,4,48740,348,3003
2017,4,48740,348,1518
2017,4,48740,348,1085
2017,4,48740,348,893
2017,4,48740,348,660
2017,4,48740,348,632
2017,4,48740,348,545
2017,4,48740,348,451
2017,4,48740,348,390
2017,4,48740,348,347
2017,4,48740,348,330
2017,4,48740,348,330
2017,4,48740,348,318
2017,4,48740,348,264
2017,4,48740,348,190
2017,4,48740,348,158
2017,4,48740,348,93
2017,4,48740,348,79
2017,4,48740,348,79
2017,4,48740,348,72
2017,4,48740,348,54
2017,4,48740,348,33
2017,4,48740,348,33
2017,4,48740,348,31
2017,4,48912,381,2015
2017,4,48912,381,1800
2017,4,48912,381,1597
2017,4,48912,381,594
2017,4,48912,381,500
2017,4,48912,381,450
2017,4,48912,381,211
2017,4,48912,381,24
2017,4,48913,381,1780
2017,4,48913,381,1200
2017,4,48913,381,600
2017,4,48913,381,200
2017,4,48913,381,20
2017,4,48914,381,5839
2017,4,48914,381,4500
2017,4,48914,381,3460
2017,4,48914,381,1192
2017,4,48914,381,625
2017,4,48914,381,434
2017,4,48914,381,320
2017,4,48914,381,50
2017,4,48914,381,10
2017,4,48916,381,3038
2017,4,48916,381,1000
2017,4,48916,381,347
2017,4,48916,381,225
2017,4,48916,381,180
2017,4,49048,998,800
2017,4,49048,998,333
2017,4,49048,998,240
2017,4,49048,998,212
2017,4,49048,998,167
2017,4,49048,998,94
2017,4,49048,998,62
2017,4,49048,998,46
2017,4,49048,998,36
2017,4,49048,998,35
2017,4,49048,998,6
2017,4,49048,998,4
2017,4,49086,269,2100
2017,4,49086,269,1939
2017,4,49086,269,1000
2017,4,49086,269,504
2017,4,49086,269,384
2017,4,49086,269,300
2017,4,49086,269,230
2017,4,49086,269,100
2017,4,49086,269,72
2017,4,49086,269,45
2017,4,49086,269,36
2017,4,49086,269,28
2017,4,49086,269,23
2017,4,49086,269,12
2017,4,49086,269,12
2017,4,49086,269,6
2017,4,49086,269,6
2017,4,49086,269,5
2017,4,49086,269,4
2017,4,49087,269,3500
2017,4,49087,269,2590
2017,4,49087,269,2000
2017,4,49087,269,1300
2017,4,49087,269,650
2017,4,49087,269,610
2017,4,49087,269,440
2017,4,49087,269,161
2017,4,49087,269,90
2017,4,49087,269,72
2017,4,49087,269,71
2017,4,49087,269,48
2017,4,49087,269,44
2017,4,49087,269,40
2017,4,49087,269,38
2017,4,49087,269,36
2017,4,49087,269,12
2017,4,49087,269,10
2017,4,49087,269,3
2017,4,49088,269,1700
2017,4,49088,269,1240
2017,4,49088,269,288
2017,4,49088,269,224
2017,4,49088,269,200
2017,4,49088,269,100
2017,4,49088,269,48
2017,4,49088,269,44
2017,4,49088,269,40
2017,4,49088,269,24
2017,4,49088,269,24
2017,4,49088,269,24
2017,4,49088,269,21
2017,4,49088,269,18
2017,4,49088,269,16
2017,4,49088,269,12
2017,4,49088,269,6
2017,4,49088,269,4
2017,4,49092,998,12000
2017,4,49216,34,2886
2017,4,49216,34,424
2017,4,49216,34,406
2017,4,49216,34,293
2017,4,49216,34,241
2017,4,49216,34,90
2017,4,49216,34,47
2017,4,49216,34,40
2017,4,49216,34,30
2017,4,49216,34,20
2017,4,49216,34,10
2017,4,49288,355,14400
2017,4,49288,355,6239
2017,4,49288,355,5200
2017,4,49288,355,4066
2017,4,49288,355,3744
2017,4,49288,355,3600
2017,4,49288,355,2792
2017,4,49288,355,1800
2017,4,49288,355,1559
2017,4,49288,355,720
2017,4,49288,355,516
2017,4,49288,355,504
2017,4,49288,355,504
2017,4,49288,355,504
2017,4,49288,355,421
2017,4,49288,355,414
2017,4,49288,355,407
2017,4,49288,355,252
2017,4,49288,355,207
2017,4,49288,355,144
2017,4,49288,355,138
2017,4,49288,355,106
2017,4,49288,355,103
2017,4,49288,355,69
2017,4,49288,355,51
2017,4,49288,355,34
2017,4,49288,355,25
2017,4,49288,355,17
2017,4,49560,34,10800
2017,4,49572,497,11500
2017,4,49572,497,11100
2017,4,49572,497,4685
2017,4,49572,497,4500
2017,4,49572,497,2520
2017,4,49572,497,1200
2017,4,49572,497,700
2017,4,49572,497,475
2017,4,49572,497,345
2017,4,49572,497,319
2017,4,49572,497,260
2017,4,49572,497,232
2017,4,49572,497,220
2017,4,49572,497,203
2017,4,49572,497,180
2017,4,49572,497,179
2017,4,49572,497,171
2017,4,49572,497,144
2017,4,49572,497,144
2017,4,49572,497,124
2017,4,49572,497,100
2017,4,49572,497,73
2017,4,49572,497,72
2017,4,49572,497,72
2017,4,49572,497,66
2017,4,49572,497,52
2017,4,49572,497,51
2017,4,49572,497,43
2017,4,49572,497,36
2017,4,49572,497,36
2017,4,49572,497,36
2017,4,49572,497,33
2017,4,49572,497,29
2017,4,49572,497,24
2017,4,49572,497,24
2017,4,49572,497,22
2017,4,49572,497,19
2017,4,49572,497,17
2017,4,49572,497,7
2017,4,50589,28,1771
2017,4,50589,28,484
2017,4,50589,28,96
2017,4,50589,28,75
2017,4,50589,28,60
2017,4,50589,28,60
2017,4,50589,28,35
2017,4,50589,28,32
2017,4,50589,28,24
2017,4,50589,28,14
2017,4,50589,28,13
2017,4,50589,28,12
2017,4,50595,28,3785
2017,4,50595,28,1462
2017,4,50595,28,758
2017,4,50595,28,180
2017,4,50595,28,167
2017,4,50595,28,167
2017,4,50595,28,150
2017,4,50595,28,116
2017,4,50595,28,96
2017,4,50595,28,96
2017,4,50595,28,85
2017,4,50595,28,61
2017,4,50595,28,48
2017,4,50595,28,48
2017,4,50595,28,47
2017,4,50595,28,38
2017,4,50595,28,31
2017,4,50595,28,12
2017,4,51012,368,3300
2017,4,51012,368,1210
2017,4,51012,368,644
2017,4,51012,368,622
2017,4,51012,368,400
2017,4,51012,368,300
2017,4,51012,368,180
2017,4,51012,368,170
2017,4,51012,368,156
2017,4,51012,368,72
2017,4,51012,368,72
2017,4,51012,368,27
2017,4,51012,368,9
2017,4,51304,996,1700
2017,4,51304,996,576
2017,4,51304,996,537
2017,4,51304,996,200
2017,4,51304,996,200
2017,4,51304,996,60
2017,4,51304,996,36
2017,4,51304,996,36
2017,4,51304,996,28
2017,4,51304,996,28
2017,4,51304,996,27
2017,4,51304,996,25
2017,4,51304,996,17
2017,4,51304,996,13
2017,4,51304,996,6
2017,4,51304,996,6
2017,4,51305,996,4500
2017,4,51305,996,4200
2017,4,51305,996,1115
2017,4,51305,996,903
2017,4,51305,996,600
2017,4,51305,996,499
2017,4,51305,996,429
2017,4,51305,996,360
2017,4,51305,996,301
2017,4,51305,996,298
2017,4,51305,996,250
2017,4,51305,996,208
2017,4,51305,996,88
2017,4,51305,996,84
2017,4,51305,996,80
2017,4,51305,996,30
2017,4,51306,996,6500
2017,4,51306,996,2500
2017,4,51306,996,2178
2017,4,51306,996,1850
2017,4,51306,996,520
2017,4,51306,996,333
2017,4,51306,996,300
2017,4,51306,996,300
2017,4,51306,996,200
2017,4,51306,996,200
2017,4,51306,996,170
2017,4,51306,996,165
2017,4,51306,996,144
2017,4,51306,996,112
2017,4,51306,996,82
2017,4,51306,996,48
2017,4,51306,996,39
2017,4,51306,996,20
2017,4,51306,996,12
2017,4,51306,996,8
2017,4,51306,996,4
2017,4,51307,203,54059
2017,4,51307,203,3215
2017,4,51307,203,2000
2017,4,51307,203,1300
2017,4,51307,203,240
2017,4,51307,203,84
2017,4,51307,203,50
2017,4,51307,203,49
2017,4,51307,203,28
2017,4,51317,996,2200
2017,4,51317,996,500
2017,4,51317,996,400
2017,4,51317,996,220
2017,4,51317,996,220
2017,4,51317,996,166
2017,4,51317,996,146
2017,4,51317,996,127
2017,4,51317,996,101
2017,4,51317,996,96
2017,4,51317,996,71
2017,4,51317,996,70
2017,4,51317,996,48
2017,4,51317,996,23
2017,4,51317,996,20
2017,4,51317,996,18
2017,4,51317,996,12
2017,4,51317,996,12
2017,4,51328,203,672
2017,4,51328,203,262
2017,4,51328,203,217
2017,4,51328,203,148
2017,4,51328,203,122
2017,4,51328,203,89
2017,4,51328,203,40
2017,4,51328,203,37
2017,4,51328,203,32
2017,4,51328,203,20
2017,4,51328,203,12
2017,4,51328,203,8
2017,4,51329,203,19222
2017,4,51329,203,1320
2017,4,51329,203,821
2017,4,51329,203,500
2017,4,51329,203,350
2017,4,51329,203,237
2017,4,51329,203,200
2017,4,51329,203,150
2017,4,51329,203,144
2017,4,51329,203,139
2017,4,51329,203,135
2017,4,51329,203,133
2017,4,51329,203,58
2017,4,51329,203,58
2017,4,51329,203,58
2017,4,51329,203,44
2017,4,51329,203,32
2017,4,51329,203,27
2017,4,51329,203,27
2017,4,51329,203,21
2017,4,51330,203,464
2017,4,51330,203,90
2017,4,51330,203,68
2017,4,51330,203,51
2017,4,51330,203,50
2017,4,51330,203,36
2017,4,51330,203,28
2017,4,51330,203,18
2017,4,51330,203,12
2017,4,51330,203,6
2017,4,51330,203,5
2017,4,51331,203,2000
2017,4,51331,203,1156
2017,4,51331,203,800
2017,4,51331,203,395
2017,4,51331,203,250
2017,4,51331,203,224
2017,4,51331,203,163
2017,4,51331,203,61
2017,4,51331,203,36
2017,4,51331,203,29
2017,4,51331,203,18
2017,4,51331,203,17
2017,4,51331,203,12
2017,4,51332,203,3100
2017,4,51332,203,3036
2017,4,51332,203,2323
2017,4,51332,203,2150
2017,4,51332,203,720
2017,4,51332,203,384
2017,4,51332,203,200
2017,4,51332,203,48
2017,4,51332,203,31
2017,4,51332,203,24
2017,4,51332,203,9
2017,4,51333,203,16073
2017,4,51333,203,180
2017,4,51333,203,168
2017,4,51333,203,140
2017,4,51333,203,130
2017,4,51333,203,40
2017,4,51333,203,30
2017,4,51333,203,22
2017,4,51333,203,2
2017,4,51451,512,2805
2017,4,51451,512,600
2017,4,51451,512,125
2017,4,51451,512,98
2017,4,51451,512,80
2017,4,51451,512,68
2017,4,51451,512,50
2017,4,51451,512,24
2017,4,51451,512,18
2017,4,51451,512,17
2017,4,51454,262,192
2017,4,51794,177,720
2017,4,51795,358,4400
2017,4,51795,358,4000
2017,4,51795,358,2500
2017,4,51795,358,1267
2017,4,51795,358,1250
2017,4,51795,358,750
2017,4,51795,358,396
2017,4,51795,358,325
2017,4,51795,358,172
2017,4,51795,358,124
2017,4,51795,358,110
2017,4,51795,358,106
2017,4,51795,358,100
2017,4,51795,358,74
2017,4,51795,358,52
2017,4,51795,358,48
2017,4,51795,358,48
2017,4,51795,358,36
2017,4,51795,358,24
2017,4,51795,358,24
2017,4,51795,358,19
2017,4,51795,358,18
2017,4,51795,358,15
2017,4,51795,358,13
2017,4,51795,358,12
2017,4,51795,358,9
2017,4,51795,358,7
2017,4,51795,358,4
2017,4,51796,358,4300
2017,4,51796,358,2667
2017,4,51796,358,1700
2017,4,51796,358,1380
2017,4,51796,358,1083
2017,4,51796,358,400
2017,4,51796,358,242
2017,4,51796,358,200
2017,4,51796,358,200
2017,4,51796,358,150
2017,4,51796,358,100
2017,4,51796,358,92
2017,4,51796,358,82
2017,4,51796,358,70
2017,4,51796,358,48
2017,4,51796,358,48
2017,4,51796,358,40
2017,4,51796,358,36
2017,4,51796,358,30
2017,4,51796,358,24
2017,4,51796,358,24
2017,4,51796,358,21
2017,4,51796,358,15
2017,4,51796,358,12
2017,4,51796,358,12
2017,4,51796,358,12
2017,4,51796,358,8
2017,4,51796,358,2
2017,4,52029,238,969
2017,4,52029,238,500
2017,4,52029,238,433
2017,4,52029,238,405
2017,4,52029,238,375
2017,4,52029,238,301
2017,4,52029,238,200
2017,4,52029,238,196
2017,4,52029,238,186
2017,4,52029,238,167
2017,4,52029,238,156
2017,4,52029,238,92
2017,4,52029,238,57
2017,4,52029,238,48
2017,4,52029,238,43
2017,4,52029,238,32
2017,4,52029,238,26
2017,4,52035,238,467
2017,4,52035,238,333
2017,4,52035,238,167
2017,4,52035,238,131
2017,4,52035,238,92
2017,4,52035,238,91
2017,4,52035,238,89
2017,4,52035,238,75
2017,4,52035,238,65
2017,4,52035,238,50
2017,4,52035,238,40
2017,4,52035,238,36
2017,4,52035,238,25
2017,4,52035,238,16
2017,4,52035,238,7
2017,4,52054,203,36
2017,4,52057,203,48
2017,4,52592,391,11592
2017,4,52592,391,7500
2017,4,52592,391,875
2017,4,52592,391,400
2017,4,52592,391,400
2017,4,52592,391,72
2017,4,52592,391,48
2017,4,52592,391,24
2017,4,52592,391,8
2017,4,52593,391,99479
2017,4,52593,391,65600
2017,4,52593,391,6700
2017,4,52593,391,1000
2017,4,52593,391,950
2017,4,52593,391,500
2017,4,52593,391,72
2017,4,52593,391,32
2017,4,52594,391,144651
2017,4,52594,391,100000
2017,4,52594,391,9500
2017,4,52594,391,6623
2017,4,52594,391,1200
2017,4,52594,391,900
2017,4,52594,391,500
2017,4,52594,391,150
2017,4,52594,391,16
2017,4,52610,373,2187
2017,4,52610,373,1100
2017,4,52610,373,372
2017,4,52610,373,196
2017,4,52610,373,156
2017,4,52610,373,152
2017,4,52610,373,151
2017,4,52610,373,133
2017,4,52610,373,100
2017,4,52610,373,15
2017,4,52611,373,13437
2017,4,52611,373,8000
2017,4,52611,373,1120
2017,4,52611,373,868
2017,4,52611,373,700
2017,4,52611,373,430
2017,4,52611,373,375
2017,4,52611,373,329
2017,4,52611,373,150
2017,4,52611,373,45
2017,4,52612,373,8437
2017,4,52612,373,4000
2017,4,52612,373,1120
2017,4,52612,373,720
2017,4,52612,373,621
2017,4,52612,373,609
2017,4,52612,373,350
2017,4,52612,373,266
2017,4,52612,373,250
2017,4,52612,373,100
2017,4,52612,373,44
2017,4,52613,373,4375
2017,4,52613,373,2500
2017,4,52613,373,600
2017,4,52613,373,372
2017,4,52613,373,331
2017,4,52613,373,323
2017,4,52613,373,200
2017,4,52613,373,143
2017,4,52613,373,120
2017,4,52613,373,44
2017,4,52614,373,3125
2017,4,52614,373,2000
2017,4,52614,373,400
2017,4,52614,373,257
2017,4,52614,373,225
2017,4,52614,373,133
2017,4,52614,373,120
2017,4,52614,373,100
2017,4,52614,373,28
2017,4,52614,373,6
2017,4,52727,371,21330
2017,4,52727,371,12000
2017,4,52727,371,400
2017,4,52727,371,200
2017,4,52727,371,144
2017,4,52727,371,144
2017,4,52727,371,87
2017,4,52727,371,32
2017,4,52727,371,18
2017,4,52727,371,12
2017,4,52727,371,12
2017,4,52978,504,896
2017,4,52979,504,159
2017,4,52998,373,8750
2017,4,52998,373,4500
2017,4,52998,373,700
2017,4,52998,373,546
2017,4,52998,373,437
2017,4,52998,373,335
2017,4,52998,373,158
2017,4,52998,373,50
2017,4,52998,373,27
2017,4,52998,373,12
2017,4,53003,373,162
2017,4,53145,74,275
2017,4,53145,74,192
2017,4,53145,74,180
2017,4,53145,74,100
2017,4,53145,74,76
2017,4,53145,74,72
2017,4,53145,74,42
2017,4,53145,74,38
2017,4,53145,74,32
2017,4,53145,74,21
2017,4,53145,74,20
2017,4,53145,74,17
2017,4,53145,74,12
2017,4,53145,74,12
2017,4,53148,74,1000
2017,4,53148,74,500
2017,4,53148,74,170
2017,4,53148,74,144
2017,4,53148,74,48
2017,4,53148,74,8
2017,4,53151,74,507
2017,4,53151,74,320
2017,4,53151,74,144
2017,4,53151,74,16
2017,4,53151,74,12
2017,4,53151,74,12
2017,4,53151,74,12
2017,4,53151,74,12
2017,4,53151,74,6
2017,4,53970,469,5800
2017,4,53970,469,4000
2017,4,53970,469,1538
2017,4,53970,469,1200
2017,4,53970,469,952
2017,4,53970,469,753
2017,4,53970,469,750
2017,4,53970,469,696
2017,4,53970,469,350
2017,4,53970,469,300
2017,4,53970,469,220
2017,4,53970,469,203
2017,4,53970,469,174
2017,4,53970,469,150
2017,4,53970,469,133
2017,4,53970,469,117
2017,4,53970,469,81
2017,4,53970,469,72
2017,4,53970,469,66
2017,4,53970,469,55
2017,4,53970,469,41
2017,4,53970,469,40
2017,4,53970,469,38
2017,4,53970,469,33
2017,4,53970,469,28
2017,4,53970,469,27
2017,4,53970,469,25
2017,4,53970,469,10
2017,4,53970,469,6
2017,4,53970,469,2
2017,4,54050,373,277
2017,4,54069,373,229
2017,4,54071,373,198
2017,4,54073,373,74
2017,4,54077,373,292
2017,4,54101,424,400
2017,4,54101,424,271
2017,4,54101,424,84
2017,4,54101,424,27
2017,4,54101,424,12
2017,4,54101,424,12
2017,4,54101,424,12
2017,4,54101,424,6
2017,4,54101,424,1
2017,4,54107,424,1620
2017,4,54107,424,510
2017,4,54107,424,437
2017,4,54107,424,280
2017,4,54107,424,211
2017,4,54107,424,172
2017,4,54107,424,106
2017,4,54107,424,72
2017,4,54107,424,57
2017,4,54107,424,52
2017,4,54107,424,12
2017,4,54107,424,12
2017,4,54107,424,6
2017,4,54107,424,5
2017,4,54112,424,1399
2017,4,54112,424,530
2017,4,54112,424,203
2017,4,54112,424,184
2017,4,54112,424,156
2017,4,54112,424,144
2017,4,54112,424,96
2017,4,54112,424,72
2017,4,54112,424,45
2017,4,54112,424,27
2017,4,54112,424,12
2017,4,54112,424,10
2017,4,54112,424,9
2017,4,54121,320,71817
2017,4,54121,320,34000
2017,4,54121,320,17996
2017,4,54121,320,3368
2017,4,54121,320,2300
2017,4,54121,320,2200
2017,4,54121,320,1492
2017,4,54121,320,1008
2017,4,54121,320,1000
2017,4,54121,320,933
2017,4,54121,320,790
2017,4,54121,320,740
2017,4,54121,320,720
2017,4,54121,320,600
2017,4,54121,320,575
2017,4,54121,320,500
2017,4,54121,320,475
2017,4,54121,320,432
2017,4,54121,320,288
2017,4,54121,320,213
2017,4,54121,320,165
2017,4,54121,320,150
2017,4,54121,320,144
2017,4,54121,320,108
2017,4,54121,320,108
2017,4,54121,320,59
2017,4,54121,320,24
2017,4,54121,320,12
2017,4,54123,320,5447
2017,4,54123,320,2500
2017,4,54123,320,1986
2017,4,54123,320,1450
2017,4,54123,320,946
2017,4,54123,320,580
2017,4,54123,320,300
2017,4,54123,320,266
2017,4,54123,320,240
2017,4,54123,320,227
2017,4,54123,320,216
2017,4,54123,320,200
2017,4,54123,320,150
2017,4,54123,320,118
2017,4,54123,320,102
2017,4,54123,320,99
2017,4,54123,320,96
2017,4,54123,320,86
2017,4,54123,320,77
2017,4,54123,320,74
2017,4,54123,320,72
2017,4,54123,320,72
2017,4,54123,320,50
2017,4,54123,320,48
2017,4,54123,320,32
2017,4,54123,320,26
2017,4,54123,320,24
2017,4,54123,320,18
2017,4,54123,320,12
2017,4,54123,320,10
2017,4,54123,320,8
2017,4,54123,320,5
2017,4,54123,320,4
2017,4,54127,320,125739
2017,4,54127,320,106250
2017,4,54127,320,71441
2017,4,54127,320,28328
2017,4,54127,320,6000
2017,4,54127,320,5580
2017,4,54127,320,3700
2017,4,54127,320,3600
2017,4,54127,320,2920
2017,4,54127,320,2200
2017,4,54127,320,1300
2017,4,54127,320,1200
2017,4,54127,320,1200
2017,4,54127,320,1180
2017,4,54127,320,950
2017,4,54127,320,900
2017,4,54127,320,840
2017,4,54127,320,750
2017,4,54127,320,745
2017,4,54127,320,625
2017,4,54127,320,456
2017,4,54127,320,300
2017,4,54127,320,296
2017,4,54127,320,288
2017,4,54127,320,248
2017,4,54127,320,132
2017,4,54127,320,100
2017,4,54127,320,72
2017,4,54127,320,24
2017,4,54127,320,12
2017,4,54129,320,22693
2017,4,54129,320,7000
2017,4,54129,320,5700
2017,4,54129,320,3395
2017,4,54129,320,3200
2017,4,54129,320,2824
2017,4,54129,320,2650
2017,4,54129,320,1592
2017,4,54129,320,1464
2017,4,54129,320,1028
2017,4,54129,320,960
2017,4,54129,320,864
2017,4,54129,320,780
2017,4,54129,320,693
2017,4,54129,320,612
2017,4,54129,320,450
2017,4,54129,320,387
2017,4,54129,320,360
2017,4,54129,320,272
2017,4,54129,320,266
2017,4,54129,320,180
2017,4,54129,320,179
2017,4,54129,320,173
2017,4,54129,320,144
2017,4,54129,320,135
2017,4,54129,320,120
2017,4,54129,320,100
2017,4,54129,320,60
2017,4,54129,320,60
2017,4,54129,320,41
2017,4,54129,320,40
2017,4,54129,320,27
2017,4,54129,320,24
2017,4,54129,320,12
2017,4,54129,320,7
2017,4,54134,320,148749
2017,4,54134,320,120417
2017,4,54134,320,43440
2017,4,54134,320,28118
2017,4,54134,320,7500
2017,4,54134,320,5600
2017,4,54134,320,3600
2017,4,54134,320,3567
2017,4,54134,320,1700
2017,4,54134,320,1668
2017,4,54134,320,1500
2017,4,54134,320,1496
2017,4,54134,320,1470
2017,4,54134,320,1440
2017,4,54134,320,1303
2017,4,54134,320,1243
2017,4,54134,320,1080
2017,4,54134,320,1040
2017,4,54134,320,750
2017,4,54134,320,650
2017,4,54134,320,549
2017,4,54134,320,402
2017,4,54134,320,294
2017,4,54134,320,288
2017,4,54134,320,180
2017,4,54134,320,144
2017,4,54134,320,125
2017,4,54134,320,48
2017,4,54134,320,48
2017,4,54134,320,12
2017,4,54136,320,9000
2017,4,54136,320,6800
2017,4,54136,320,4660
2017,4,54136,320,3700
2017,4,54136,320,3660
2017,4,54136,320,3343
2017,4,54136,320,3290
2017,4,54136,320,2000
2017,4,54136,320,1272
2017,4,54136,320,1150
2017,4,54136,320,1008
2017,4,54136,320,860
2017,4,54136,320,810
2017,4,54136,320,720
2017,4,54136,320,604
2017,4,54136,320,604
2017,4,54136,320,600
2017,4,54136,320,348
2017,4,54136,320,319
2017,4,54136,320,309
2017,4,54136,320,300
2017,4,54136,320,250
2017,4,54136,320,223
2017,4,54136,320,200
2017,4,54136,320,192
2017,4,54136,320,144
2017,4,54136,320,142
2017,4,54136,320,75
2017,4,54136,320,72
2017,4,54136,320,61
2017,4,54136,320,50
2017,4,54136,320,43
2017,4,54136,320,24
2017,4,54136,320,17
2017,4,54136,320,12
2017,4,54141,320,161874
2017,4,54141,320,106250
2017,4,54141,320,38035
2017,4,54141,320,11540
2017,4,54141,320,8800
2017,4,54141,320,7000
2017,4,54141,320,4000
2017,4,54141,320,3020
2017,4,54141,320,3000
2017,4,54141,320,2400
2017,4,54141,320,1850
2017,4,54141,320,1850
2017,4,54141,320,1720
2017,4,54141,320,1526
2017,4,54141,320,1440
2017,4,54141,320,1300
2017,4,54141,320,1250
2017,4,54141,320,992
2017,4,54141,320,900
2017,4,54141,320,625
2017,4,54141,320,600
2017,4,54141,320,504
2017,4,54141,320,500
2017,4,54141,320,288
2017,4,54141,320,281
2017,4,54141,320,158
2017,4,54141,320,60
2017,4,54141,320,48
2017,4,54141,320,36
2017,4,54141,320,24
2017,4,54141,320,12
2017,4,54143,320,8112
2017,4,54143,320,5308
2017,4,54143,320,5000
2017,4,54143,320,4885
2017,4,54143,320,4656
2017,4,54143,320,3560
2017,4,54143,320,1800
2017,4,54143,320,1200
2017,4,54143,320,950
2017,4,54143,320,750
2017,4,54143,320,750
2017,4,54143,320,696
2017,4,54143,320,594
2017,4,54143,320,539
2017,4,54143,320,510
2017,4,54143,320,432
2017,4,54143,320,350
2017,4,54143,320,299
2017,4,54143,320,277
2017,4,54143,320,260
2017,4,54143,320,260
2017,4,54143,320,241
2017,4,54143,320,144
2017,4,54143,320,110
2017,4,54143,320,108
2017,4,54143,320,75
2017,4,54143,320,68
2017,4,54143,320,60
2017,4,54143,320,56
2017,4,54143,320,48
2017,4,54143,320,42
2017,4,54143,320,36
2017,4,54143,320,31
2017,4,54143,320,14
2017,4,54145,353,120
2017,4,54145,353,72
2017,4,54145,353,53
2017,4,54145,353,51
2017,4,54145,353,48
2017,4,54145,353,21
2017,4,54145,353,12
2017,4,54145,353,12
2017,4,54145,353,5
2017,4,54146,353,550
2017,4,54146,353,262
2017,4,54146,353,215
2017,4,54146,353,195
2017,4,54146,353,100
2017,4,54146,353,96
2017,4,54146,353,90
2017,4,54146,353,36
2017,4,54146,353,12
2017,4,54146,353,12
2017,4,54146,353,9
2017,4,54147,353,940
2017,4,54147,353,520
2017,4,54147,353,480
2017,4,54147,353,229
2017,4,54147,353,200
2017,4,54147,353,170
2017,4,54147,353,100
2017,4,54147,353,60
2017,4,54147,353,48
2017,4,54147,353,44
2017,4,54147,353,17
2017,4,54170,28,2996
2017,4,54170,28,1043
2017,4,54170,28,776
2017,4,54170,28,250
2017,4,54170,28,200
2017,4,54170,28,156
2017,4,54170,28,108
2017,4,54170,28,107
2017,4,54170,28,84
2017,4,54170,28,82
2017,4,54170,28,61
2017,4,54170,28,52
2017,4,54170,28,47
2017,4,54170,28,38
2017,4,54170,28,36
2017,4,54170,28,36
2017,4,54170,28,33
2017,4,54170,28,32
2017,4,54170,28,12
2017,4,54880,469,1820
2017,4,54880,469,1500
2017,4,54880,469,802
2017,4,54880,469,303
2017,4,54880,469,150
2017,4,54880,469,30
2017,4,54880,469,20
2017,4,54880,469,10
2017,4,54880,469,7
2017,4,55624,348,8714
2017,4,55624,348,5575
2017,4,55624,348,2993
2017,4,55624,348,2055
2017,4,55624,348,1818
2017,4,55624,348,889
2017,4,55624,348,524
2017,4,55624,348,363
2017,4,55624,348,303
2017,4,55624,348,230
2017,4,55624,348,227
2017,4,55624,348,157
2017,4,55624,348,126
2017,4,55624,348,104
2017,4,55624,348,70
2017,4,55624,348,65
2017,4,55624,348,20
2017,4,55624,348,7
2017,4,55784,520,3335
2017,4,55784,520,2520
2017,4,55784,520,156
2017,4,55784,520,125
