MonthYear,Year,Month,MaterialNum,ProdFamily,SupplyQty
Jul-2018,2018,7,51330,203,2304
Jul-2018,2018,7,51331,203,11340
Jul-2018,2018,7,51333,203,20652
Jul-2018,2018,7,51523,404,18000
Jul-2018,2018,7,51552,404,12804
Jul-2018,2018,7,51553,404,7056
Jul-2018,2018,7,51794,177,176
Jul-2018,2018,7,51795,358,35112
Jul-2018,2018,7,51796,358,17592
Jul-2018,2018,7,52610,373,1440
Jul-2018,2018,7,52611,373,13944
Jul-2018,2018,7,52612,373,5448
Jul-2018,2018,7,52613,373,3000
Jul-2018,2018,7,52614,373,1548
Jul-2018,2018,7,53145,74,9996
Jul-2018,2018,7,53148,74,38028
Jul-2018,2018,7,53151,74,15540
Jul-2018,2018,7,53970,469,32720
Jul-2018,2018,7,54050,373,2496
Jul-2018,2018,7,54069,373,900
Jul-2018,2018,7,54071,373,1392
Jul-2018,2018,7,54073,373,564
Jul-2018,2018,7,54077,373,2640
Jul-2018,2018,7,54121,320,185664
Jul-2018,2018,7,54123,320,26826
Jul-2018,2018,7,54127,320,260232
Jul-2018,2018,7,54129,320,47593
Jul-2018,2018,7,54134,320,432432
Jul-2018,2018,7,54136,320,73710
Jul-2018,2018,7,54141,320,197712
Jul-2018,2018,7,54143,320,66151
Jul-2018,2018,7,54146,353,14040
Jul-2018,2018,7,54147,353,53604
Jul-2018,2018,7,54170,28,6852
Jul-2018,2018,7,55624,348,57824
Jul-2018,2018,7,55784,520,18792
Jul-2018,2018,7,56628,238,6312
Jul-2018,2018,7,56784,355,151266
Jul-2018,2018,7,57338,59,21981
Jul-2018,2018,7,57552,159,30351
Jul-2018,2018,7,57787,1007,5408
Jul-2018,2018,7,57975,365,0
Jul-2018,2018,7,58806,29,11040
Jul-2018,2018,7,58807,29,21971
Jul-2018,2018,7,58878,29,22039
Jul-2018,2018,7,58879,29,11751
Jul-2018,2018,7,59245,272,888741
Jul-2018,2018,7,59467,322,3683
Jul-2018,2018,7,59480,322,828
Jul-2018,2018,7,59509,322,2764
Jul-2018,2018,7,60119,469,36560
Jul-2018,2018,7,60648,322,24120
Jul-2018,2018,7,60649,322,16284
Jul-2018,2018,7,60650,322,24216
Jul-2018,2018,7,60652,322,2280
Jul-2018,2018,7,60820,373,5208
Jul-2018,2018,7,61086,415,26172
Jul-2018,2018,7,61572,201,20640
Jul-2018,2018,7,61574,201,11462
Jul-2018,2018,7,61589,562,51024
Jul-2018,2018,7,62922,177,52192
Jul-2018,2018,7,62924,177,36333
Jul-2018,2018,7,63207,1009,148764
Jul-2018,2018,7,63300,547,31008
Jul-2018,2018,7,63307,497,5005
Jul-2018,2018,7,63318,513,1672
Jul-2018,2018,7,63788,177,27485
Jul-2018,2018,7,63811,448,74856
Jul-2018,2018,7,63828,652,4200
Jul-2018,2018,7,63829,668,4080
Jul-2018,2018,7,64049,455,21863
Jul-2018,2018,7,64142,518,16980
Jul-2018,2018,7,64232,272,107100
Jul-2018,2018,7,64233,272,92616
Jul-2018,2018,7,64481,34,5086
Jul-2018,2018,7,64640,293,39918
Jul-2018,2018,7,64748,272,33840
Jul-2018,2018,7,64750,272,6788
Jul-2018,2018,7,64751,272,40000
Jul-2018,2018,7,64761,272,54989
Jul-2018,2018,7,64762,272,27345
Jul-2018,2018,7,64765,272,24192
Jul-2018,2018,7,65051,381,13423
Jul-2018,2018,7,65054,381,17752
Jul-2018,2018,7,65055,381,13106
Jul-2018,2018,7,65059,329,45190
Jul-2018,2018,7,65060,329,9450
Jul-2018,2018,7,65064,329,15653
Jul-2018,2018,7,65108,653,394
Jul-2018,2018,7,65580,272,360
Jul-2018,2018,7,66020,177,11645
Jul-2018,2018,7,66022,597,11856
Jul-2018,2018,7,66024,597,7488
Jul-2018,2018,7,66106,272,1050
Jul-2018,2018,7,66346,638,83881
Jul-2018,2018,7,66416,497,88272
Jul-2018,2018,7,66432,272,210000
Jul-2018,2018,7,66496,652,35712
Jul-2018,2018,7,66595,34,37488
Jul-2018,2018,7,66596,34,18028
Jul-2018,2018,7,66627,448,22512
Jul-2018,2018,7,66638,448,25920
Jul-2018,2018,7,66639,448,24036
Jul-2018,2018,7,66640,448,26148
Jul-2018,2018,7,66710,1119,19320
Jul-2018,2018,7,66794,272,177
Jul-2018,2018,7,66795,272,5230
Aug-2018,2018,8,42374,4,954
Aug-2018,2018,8,42376,4,1920
Aug-2018,2018,8,42405,61,37020
Aug-2018,2018,8,42407,61,12192
Aug-2018,2018,8,42409,61,16320
Aug-2018,2018,8,42410,61,1764
Aug-2018,2018,8,42424,67,1836
Aug-2018,2018,8,42433,72,6948
Aug-2018,2018,8,42435,72,15972
Aug-2018,2018,8,42447,87,2338
Aug-2018,2018,8,42457,159,25848
Aug-2018,2018,8,42458,159,24840
Aug-2018,2018,8,42459,159,3840
Aug-2018,2018,8,42460,159,4824
Aug-2018,2018,8,42461,159,14088
Aug-2018,2018,8,42462,159,5688
Aug-2018,2018,8,42470,161,6570
Aug-2018,2018,8,42564,153,29514
Aug-2018,2018,8,42565,153,261432
Aug-2018,2018,8,42567,182,321744
Aug-2018,2018,8,42569,182,58140
Aug-2018,2018,8,42575,182,29496
Aug-2018,2018,8,42581,218,21840
Aug-2018,2018,8,42582,218,16140
Aug-2018,2018,8,42586,218,73560
Aug-2018,2018,8,42588,218,14316
Aug-2018,2018,8,42591,217,91752
Aug-2018,2018,8,42624,28,19260
Aug-2018,2018,8,42625,28,1914
Aug-2018,2018,8,42649,67,18408
Aug-2018,2018,8,43986,232,57600
Aug-2018,2018,8,44035,167,11016
Aug-2018,2018,8,44042,167,32604
Aug-2018,2018,8,44584,107,25621
Aug-2018,2018,8,44970,152,161067
Aug-2018,2018,8,45320,269,134556
Aug-2018,2018,8,45393,269,28704
Aug-2018,2018,8,45720,274,112776
Aug-2018,2018,8,45968,232,24672
Aug-2018,2018,8,46094,167,6264
Aug-2018,2018,8,46108,229,162294
Aug-2018,2018,8,46125,167,5868
Aug-2018,2018,8,46126,167,61476
Aug-2018,2018,8,46128,167,16644
Aug-2018,2018,8,46384,553,17916
Aug-2018,2018,8,46385,553,29256
Aug-2018,2018,8,46386,553,25644
Aug-2018,2018,8,46408,61,3774
Aug-2018,2018,8,46409,61,2382
Aug-2018,2018,8,46612,272,1148565
Aug-2018,2018,8,46814,309,41328
Aug-2018,2018,8,46815,309,12240
Aug-2018,2018,8,46816,309,41412
Aug-2018,2018,8,46834,309,39912
Aug-2018,2018,8,46973,218,1211
Aug-2018,2018,8,46974,218,1780
Aug-2018,2018,8,46981,67,365
Aug-2018,2018,8,48009,355,145820
Aug-2018,2018,8,50589,28,15420
Aug-2018,2018,8,50595,28,37596
Aug-2018,2018,8,51304,996,7146
Aug-2018,2018,8,51305,996,36144
Aug-2018,2018,8,51306,996,64668
Aug-2018,2018,8,51317,996,18084
Aug-2018,2018,8,51795,358,26412
Aug-2018,2018,8,53080,374,7908
Aug-2018,2018,8,54121,320,97620
Aug-2018,2018,8,54123,320,18132
Aug-2018,2018,8,54127,320,351768
Aug-2018,2018,8,54129,320,79428
Aug-2018,2018,8,54134,320,689496
Aug-2018,2018,8,54136,320,47646
Aug-2018,2018,8,54141,320,867780
Aug-2018,2018,8,54143,320,104094
Aug-2018,2018,8,54145,353,9792
Aug-2018,2018,8,54146,353,8928
Aug-2018,2018,8,54170,28,28020
Aug-2018,2018,8,55624,348,29328
Aug-2018,2018,8,58879,29,8396
Aug-2018,2018,8,59245,272,297792
Aug-2018,2018,8,59492,322,972
Aug-2018,2018,8,60119,469,29940
Aug-2018,2018,8,60655,322,1820
Aug-2018,2018,8,61457,232,14401
Aug-2018,2018,8,61586,562,33240
Aug-2018,2018,8,61587,562,3234
Aug-2018,2018,8,61589,562,25332
Aug-2018,2018,8,61590,562,5119
Aug-2018,2018,8,62925,34,13121
Aug-2018,2018,8,62926,34,12982
Aug-2018,2018,8,62927,34,5016
Aug-2018,2018,8,62968,34,3984
Aug-2018,2018,8,63207,1009,110466
Aug-2018,2018,8,63228,232,108
Aug-2018,2018,8,63745,448,2592
Aug-2018,2018,8,63763,448,2736
Aug-2018,2018,8,63765,448,13104
Aug-2018,2018,8,63809,448,48000
Aug-2018,2018,8,63810,448,141384
Aug-2018,2018,8,63811,448,115680
Aug-2018,2018,8,64142,518,16901
Aug-2018,2018,8,64233,272,112744
Aug-2018,2018,8,64374,1009,54800
Aug-2018,2018,8,64480,34,121019
Aug-2018,2018,8,64482,34,68413
Aug-2018,2018,8,64630,228,25674
Aug-2018,2018,8,64640,293,34556
Aug-2018,2018,8,64750,272,6698
Aug-2018,2018,8,64751,272,26320
Aug-2018,2018,8,64763,272,21000
Aug-2018,2018,8,64765,272,42000
Aug-2018,2018,8,64800,228,6624
Aug-2018,2018,8,64801,228,4438
Aug-2018,2018,8,65051,381,21989
Aug-2018,2018,8,65052,381,30240
Aug-2018,2018,8,65053,381,13287
Aug-2018,2018,8,65054,381,13717
Aug-2018,2018,8,65055,381,43818
Aug-2018,2018,8,65056,381,45823
Aug-2018,2018,8,65062,329,8320
Aug-2018,2018,8,65064,329,18636
Aug-2018,2018,8,65108,653,394
Aug-2018,2018,8,65133,228,1296
Aug-2018,2018,8,65156,272,5789
Aug-2018,2018,8,65303,272,282892
Aug-2018,2018,8,65568,1057,9504
Aug-2018,2018,8,65570,1057,18576
Aug-2018,2018,8,65707,448,13536
Aug-2018,2018,8,65830,448,22584
Aug-2018,2018,8,65959,405,17799
Aug-2018,2018,8,66172,166,22632
Aug-2018,2018,8,66198,34,22736
Aug-2018,2018,8,66302,34,5856
Aug-2018,2018,8,66431,272,17219
Aug-2018,2018,8,66432,272,207224
Aug-2018,2018,8,66595,34,29916
Aug-2018,2018,8,66596,34,22115
Aug-2018,2018,8,66639,448,42348
Sep-2018,2018,9,42407,61,25080
Sep-2018,2018,9,42409,61,48156
Sep-2018,2018,9,42410,61,1872
Sep-2018,2018,9,42422,67,7302
Sep-2018,2018,9,42424,67,3642
Sep-2018,2018,9,42443,87,18396
Sep-2018,2018,9,42445,87,48600
Sep-2018,2018,9,42447,87,97548
Sep-2018,2018,9,42463,159,15096
Sep-2018,2018,9,42464,159,4224
Sep-2018,2018,9,42465,159,1470
Sep-2018,2018,9,42466,159,9996
Sep-2018,2018,9,42467,159,6996
Sep-2018,2018,9,42468,159,2538
Sep-2018,2018,9,42469,161,174720
Sep-2018,2018,9,42470,161,10446
Sep-2018,2018,9,42485,179,31740
Sep-2018,2018,9,42518,4,25224
Sep-2018,2018,9,42564,153,38790
Sep-2018,2018,9,42565,153,254148
Sep-2018,2018,9,42581,218,29316
Sep-2018,2018,9,42582,218,35454
Sep-2018,2018,9,42585,218,43584
Sep-2018,2018,9,42586,218,36036
Sep-2018,2018,9,42588,218,85104
Sep-2018,2018,9,42589,217,40692
Sep-2018,2018,9,42613,72,18564
Sep-2018,2018,9,42615,72,22908
Sep-2018,2018,9,42624,28,77280
Sep-2018,2018,9,42625,28,7668
Sep-2018,2018,9,42648,67,36804
Sep-2018,2018,9,42649,67,18264
Sep-2018,2018,9,43986,232,284688
Sep-2018,2018,9,44035,167,32160
Sep-2018,2018,9,44042,167,165072
Sep-2018,2018,9,44060,153,17148
Sep-2018,2018,9,45320,269,4896
Sep-2018,2018,9,45709,274,25536
Sep-2018,2018,9,45726,274,51120
Sep-2018,2018,9,45968,232,17040
Sep-2018,2018,9,46094,167,2556
Sep-2018,2018,9,46119,167,5844
Sep-2018,2018,9,46125,167,26436
Sep-2018,2018,9,46128,167,7878
Sep-2018,2018,9,46256,57,18408
Sep-2018,2018,9,46308,57,9348
Sep-2018,2018,9,46409,61,2442
Sep-2018,2018,9,46815,309,1524
Sep-2018,2018,9,46974,218,1071
Sep-2018,2018,9,47723,333,14124
Sep-2018,2018,9,47873,159,7033
Sep-2018,2018,9,50998,441,136159
Sep-2018,2018,9,51452,376,18000
Sep-2018,2018,9,51453,376,9360
Sep-2018,2018,9,51553,404,10572
Sep-2018,2018,9,51794,177,707
Sep-2018,2018,9,53212,348,136128
Sep-2018,2018,9,54121,320,207048
Sep-2018,2018,9,54123,320,13616
Sep-2018,2018,9,54127,320,628224
Sep-2018,2018,9,54129,320,15912
Sep-2018,2018,9,54134,320,122400
Sep-2018,2018,9,54136,320,105186
Sep-2018,2018,9,54141,320,390336
Sep-2018,2018,9,54143,320,80298
Sep-2018,2018,9,57338,59,20016
Sep-2018,2018,9,59492,322,336
Sep-2018,2018,9,61574,201,12898
Sep-2018,2018,9,61589,562,50256
Sep-2018,2018,9,61590,562,4398
Sep-2018,2018,9,62767,366,7464
Sep-2018,2018,9,63228,232,112
Sep-2018,2018,9,63441,1064,31668
Sep-2018,2018,9,63443,1064,42072
Sep-2018,2018,9,63444,1064,38880
Sep-2018,2018,9,63445,1064,27684
Sep-2018,2018,9,63747,448,12960
Sep-2018,2018,9,63809,448,30888
Sep-2018,2018,9,63810,448,140688
Sep-2018,2018,9,63811,448,131352
Sep-2018,2018,9,63827,652,34776
Sep-2018,2018,9,63829,668,10512
Sep-2018,2018,9,63830,653,51432
Sep-2018,2018,9,63831,653,5472
Sep-2018,2018,9,64142,518,16801
Sep-2018,2018,9,64143,518,10264
Sep-2018,2018,9,64374,1009,35365
Sep-2018,2018,9,64640,293,10365
Sep-2018,2018,9,64748,272,42240
Sep-2018,2018,9,64751,272,72624
Sep-2018,2018,9,65050,330,27980
Sep-2018,2018,9,65051,381,6402
Sep-2018,2018,9,65052,381,13427
Sep-2018,2018,9,65054,381,43057
Sep-2018,2018,9,65104,272,2016
Sep-2018,2018,9,65105,272,6000
Sep-2018,2018,9,65109,652,399
Sep-2018,2018,9,65159,475,39660
Sep-2018,2018,9,65160,475,107640
Sep-2018,2018,9,65161,475,54408
Sep-2018,2018,9,65162,475,147156
Sep-2018,2018,9,65404,228,38736
Sep-2018,2018,9,65571,1057,18720
Sep-2018,2018,9,65580,272,47388
Sep-2018,2018,9,65806,544,46
Sep-2018,2018,9,65829,448,16704
Sep-2018,2018,9,65943,405,123352
Sep-2018,2018,9,66143,166,22430
Sep-2018,2018,9,66172,166,65804
Sep-2018,2018,9,66346,638,117690
Sep-2018,2018,9,66401,594,43918
Sep-2018,2018,9,66436,272,24000
Sep-2018,2018,9,66584,272,184512
Sep-2018,2018,9,66585,272,89520
Sep-2018,2018,9,66586,272,19914
Sep-2018,2018,9,66594,272,31377
Sep-2018,2018,9,66638,448,47244
Oct-2018,2018,10,42401,53,39978
Oct-2018,2018,10,42403,53,16704
Oct-2018,2018,10,42405,61,62712
Oct-2018,2018,10,42420,67,7260
Oct-2018,2018,10,42435,72,20352
Oct-2018,2018,10,42447,87,106116
Oct-2018,2018,10,42460,159,10368
Oct-2018,2018,10,42461,159,19692
Oct-2018,2018,10,42462,159,8568
Oct-2018,2018,10,42464,159,4596
Oct-2018,2018,10,42465,159,1914
Oct-2018,2018,10,42467,159,9972
Oct-2018,2018,10,42468,159,4344
Oct-2018,2018,10,42469,161,87552
Oct-2018,2018,10,42470,161,7002
Oct-2018,2018,10,42482,179,624
Oct-2018,2018,10,42483,179,32016
Oct-2018,2018,10,42564,153,7782
Oct-2018,2018,10,42569,182,57264
Oct-2018,2018,10,42571,182,28968
Oct-2018,2018,10,42581,218,33348
Oct-2018,2018,10,42582,218,34860
Oct-2018,2018,10,42583,218,72264
Oct-2018,2018,10,42585,218,43368
Oct-2018,2018,10,42586,218,107028
Oct-2018,2018,10,42588,218,36000
Oct-2018,2018,10,42624,28,19320
Oct-2018,2018,10,42625,28,5760
Oct-2018,2018,10,43986,232,513288
Oct-2018,2018,10,44038,167,96660
Oct-2018,2018,10,44042,167,66756
Oct-2018,2018,10,44059,153,80232
Oct-2018,2018,10,44582,107,47664
Oct-2018,2018,10,44968,152,80640
Oct-2018,2018,10,44970,152,164544
Oct-2018,2018,10,45316,269,63576
Oct-2018,2018,10,45320,269,4668
Oct-2018,2018,10,45392,269,2064
Oct-2018,2018,10,45968,232,22752
Oct-2018,2018,10,46119,167,15276
Oct-2018,2018,10,46125,167,20880
Oct-2018,2018,10,46126,167,47052
Oct-2018,2018,10,46128,167,25290
Oct-2018,2018,10,46308,57,18552
Oct-2018,2018,10,46612,272,3479338
Oct-2018,2018,10,46973,218,798
Oct-2018,2018,10,46974,218,2496
Oct-2018,2018,10,47059,318,58872
Oct-2018,2018,10,47065,318,136392
Oct-2018,2018,10,47723,333,23892
Oct-2018,2018,10,48009,355,148289
Oct-2018,2018,10,48740,348,316588
Oct-2018,2018,10,49288,355,105867
Oct-2018,2018,10,49560,34,10411
Oct-2018,2018,10,50589,28,12996
Oct-2018,2018,10,50595,28,17712
Oct-2018,2018,10,51306,996,14496
Oct-2018,2018,10,51451,512,21241
Oct-2018,2018,10,51523,404,10980
Oct-2018,2018,10,51552,404,3876
Oct-2018,2018,10,51553,404,16356
Oct-2018,2018,10,51795,358,17604
Oct-2018,2018,10,51796,358,17616
Oct-2018,2018,10,52592,391,27360
Oct-2018,2018,10,52593,391,116712
Oct-2018,2018,10,52594,391,99084
Oct-2018,2018,10,53080,374,7548
Oct-2018,2018,10,53114,374,25440
Oct-2018,2018,10,53120,374,22260
Oct-2018,2018,10,53126,374,14352
Oct-2018,2018,10,54121,320,32508
Oct-2018,2018,10,54123,320,19560
Oct-2018,2018,10,54127,320,170208
Oct-2018,2018,10,54129,320,39876
Oct-2018,2018,10,54134,320,747122
Oct-2018,2018,10,54136,320,70980
Oct-2018,2018,10,54141,320,735374
Oct-2018,2018,10,54143,320,102444
Oct-2018,2018,10,55984,427,135132
Oct-2018,2018,10,58807,29,22188
Oct-2018,2018,10,58878,29,23357
Oct-2018,2018,10,59245,272,386123
Oct-2018,2018,10,60820,373,5270
Oct-2018,2018,10,61586,562,30168
Oct-2018,2018,10,61587,562,3432
Oct-2018,2018,10,61589,562,82824
Oct-2018,2018,10,61590,562,3348
Oct-2018,2018,10,61592,562,6828
Oct-2018,2018,10,63228,232,108
Oct-2018,2018,10,63809,448,103800
Oct-2018,2018,10,63810,448,131064
Oct-2018,2018,10,63811,448,274224
Oct-2018,2018,10,63828,652,4752
Oct-2018,2018,10,64049,455,6937
Oct-2018,2018,10,64143,518,0
Oct-2018,2018,10,64640,293,2639
Oct-2018,2018,10,64748,272,55707
Oct-2018,2018,10,65050,330,21213
Oct-2018,2018,10,65051,381,18170
Oct-2018,2018,10,65052,381,20762
Oct-2018,2018,10,65054,381,4568
Oct-2018,2018,10,65056,381,45180
Oct-2018,2018,10,65580,272,47604
Oct-2018,2018,10,65830,448,19224
Oct-2018,2018,10,65959,405,18235
Oct-2018,2018,10,65984,434,563
Oct-2018,2018,10,66198,34,23157
Oct-2018,2018,10,66345,638,6066
Oct-2018,2018,10,66429,272,6000
Oct-2018,2018,10,66431,272,3381
Oct-2018,2018,10,66432,272,415620
Oct-2018,2018,10,66437,272,14400
Oct-2018,2018,10,66480,652,39312
Oct-2018,2018,10,66496,652,26352
Oct-2018,2018,10,66508,653,50112
Oct-2018,2018,10,66509,653,89568
Oct-2018,2018,10,66595,34,7582
Oct-2018,2018,10,66596,34,3407
Oct-2018,2018,10,66627,448,27000
Oct-2018,2018,10,66640,448,24228
Oct-2018,2018,10,66795,272,2223
Nov-2018,2018,11,42407,61,12276
Nov-2018,2018,11,42409,61,28872
Nov-2018,2018,11,42410,61,1908
Nov-2018,2018,11,42422,67,3672
Nov-2018,2018,11,42424,67,1860
Nov-2018,2018,11,42443,87,33924
Nov-2018,2018,11,42445,87,19296
Nov-2018,2018,11,42447,87,9780
Nov-2018,2018,11,42469,161,16872
Nov-2018,2018,11,42518,4,54900
Nov-2018,2018,11,42561,153,50040
Nov-2018,2018,11,42562,153,84
Nov-2018,2018,11,42564,153,6114
Nov-2018,2018,11,42581,218,14628
Nov-2018,2018,11,42582,218,8100
Nov-2018,2018,11,42588,218,14352
Nov-2018,2018,11,42589,217,151176
Nov-2018,2018,11,42591,217,82572
Nov-2018,2018,11,42624,28,19068
Nov-2018,2018,11,42647,67,74112
Nov-2018,2018,11,42648,67,71808
Nov-2018,2018,11,42649,67,36816
Nov-2018,2018,11,43658,83,59369
Nov-2018,2018,11,43986,232,280944
Nov-2018,2018,11,44035,167,12372
Nov-2018,2018,11,44042,167,33084
Nov-2018,2018,11,44050,234,44952
Nov-2018,2018,11,44052,234,11016
Nov-2018,2018,11,44054,234,16992
Nov-2018,2018,11,44058,153,1476
Nov-2018,2018,11,44582,107,46538
Nov-2018,2018,11,44970,152,165888
Nov-2018,2018,11,45320,269,197364
Nov-2018,2018,11,45393,269,16200
Nov-2018,2018,11,45531,240,31464
Nov-2018,2018,11,45534,240,98448
Nov-2018,2018,11,45968,232,34506
Nov-2018,2018,11,46094,167,6096
Nov-2018,2018,11,46125,167,8808
Nov-2018,2018,11,46126,167,31368
Nov-2018,2018,11,46256,57,17988
Nov-2018,2018,11,46308,57,40260
Nov-2018,2018,11,46408,61,11094
Nov-2018,2018,11,46409,61,2544
Nov-2018,2018,11,46612,272,2464157
Nov-2018,2018,11,46973,218,399
Nov-2018,2018,11,47251,234,12492
Nov-2018,2018,11,47254,234,6396
Nov-2018,2018,11,47257,234,1836
Nov-2018,2018,11,47723,333,20832
Nov-2018,2018,11,47808,295,215248
Nov-2018,2018,11,48009,355,444838
Nov-2018,2018,11,48740,348,157229
Nov-2018,2018,11,49288,355,104640
Nov-2018,2018,11,50595,28,24024
Nov-2018,2018,11,50998,441,138240
Nov-2018,2018,11,51304,996,21306
Nov-2018,2018,11,51305,996,178404
Nov-2018,2018,11,51306,996,79020
Nov-2018,2018,11,51317,996,82200
Nov-2018,2018,11,51331,203,11034
Nov-2018,2018,11,51795,358,35160
Nov-2018,2018,11,51796,358,33936
Nov-2018,2018,11,53212,348,140146
Nov-2018,2018,11,54121,320,108696
Nov-2018,2018,11,54123,320,27016
Nov-2018,2018,11,54127,320,159048
Nov-2018,2018,11,54129,320,47520
Nov-2018,2018,11,54134,320,304344
Nov-2018,2018,11,54136,320,149226
Nov-2018,2018,11,54141,320,519456
Nov-2018,2018,11,54143,320,83879
Nov-2018,2018,11,54170,28,25104
Nov-2018,2018,11,56008,313,24696
Nov-2018,2018,11,59245,272,777944
Nov-2018,2018,11,59428,313,3456
Nov-2018,2018,11,59465,322,1632
Nov-2018,2018,11,59480,322,1265
Nov-2018,2018,11,59481,322,3024
Nov-2018,2018,11,59483,322,1319
Nov-2018,2018,11,59484,322,28368
Nov-2018,2018,11,59489,322,2099
Nov-2018,2018,11,59495,322,246
Nov-2018,2018,11,59509,322,3872
Nov-2018,2018,11,60119,469,44040
Nov-2018,2018,11,60651,322,14844
Nov-2018,2018,11,60820,373,5413
Nov-2018,2018,11,61086,415,10416
Nov-2018,2018,11,61589,562,49644
Nov-2018,2018,11,61590,562,5027
Nov-2018,2018,11,63228,232,170
Nov-2018,2018,11,63441,1064,39324
Nov-2018,2018,11,63443,1064,39384
Nov-2018,2018,11,63479,415,7044
Nov-2018,2018,11,63746,448,7776
Nov-2018,2018,11,63810,448,12360
Nov-2018,2018,11,63811,448,93960
Nov-2018,2018,11,64141,518,7705
Nov-2018,2018,11,64232,272,42984
Nov-2018,2018,11,64338,448,4080
Nov-2018,2018,11,64339,448,5328
Nov-2018,2018,11,64374,1009,18280
Nov-2018,2018,11,64630,228,19470
Nov-2018,2018,11,64640,293,40129
Nov-2018,2018,11,64750,272,7056
Nov-2018,2018,11,64751,272,34032
Nov-2018,2018,11,64799,228,16041
Nov-2018,2018,11,64800,228,3600
Nov-2018,2018,11,64801,228,14021
Nov-2018,2018,11,64815,602,45567
Nov-2018,2018,11,65051,381,30251
Nov-2018,2018,11,65054,381,11527
Nov-2018,2018,11,65055,381,27892
Nov-2018,2018,11,65064,329,27839
Nov-2018,2018,11,65104,272,1440
Nov-2018,2018,11,65108,653,402
Nov-2018,2018,11,65133,228,1440
Nov-2018,2018,11,65139,544,21840
Nov-2018,2018,11,65156,272,10257
Nov-2018,2018,11,65312,228,11032
Nov-2018,2018,11,65404,228,38672
Nov-2018,2018,11,65683,217,9660
Nov-2018,2018,11,65765,673,23433
Nov-2018,2018,11,65828,448,20040
Nov-2018,2018,11,65945,405,31469
Nov-2018,2018,11,65960,405,4998
Nov-2018,2018,11,65961,405,947
Nov-2018,2018,11,65984,434,795
Nov-2018,2018,11,66022,597,12132
Nov-2018,2018,11,66023,597,4788
Nov-2018,2018,11,66025,597,1446
Nov-2018,2018,11,66346,638,41847
Nov-2018,2018,11,66432,272,419565
Nov-2018,2018,11,66436,272,24000
Nov-2018,2018,11,66492,1149,1437
Nov-2018,2018,11,67432,272,67000
Dec-2018,2018,12,42401,53,76830
Dec-2018,2018,12,42403,53,29808
Dec-2018,2018,12,42405,61,36480
Dec-2018,2018,12,42407,61,52800
Dec-2018,2018,12,42409,61,38100
Dec-2018,2018,12,42410,61,7038
Dec-2018,2018,12,42418,67,4128
Dec-2018,2018,12,42420,67,2952
Dec-2018,2018,12,42422,67,3696
Dec-2018,2018,12,42424,67,9396
Dec-2018,2018,12,42443,87,4896
Dec-2018,2018,12,42464,159,348
Dec-2018,2018,12,42485,179,47724
Dec-2018,2018,12,42561,153,54480
Dec-2018,2018,12,42562,153,996
Dec-2018,2018,12,42564,153,15066
Dec-2018,2018,12,42582,218,10638
Dec-2018,2018,12,42586,218,35520
Dec-2018,2018,12,42588,218,14412
Dec-2018,2018,12,42589,217,121464
Dec-2018,2018,12,42591,217,90960
Dec-2018,2018,12,42613,72,648
Dec-2018,2018,12,42646,67,103620
Dec-2018,2018,12,42647,67,116544
Dec-2018,2018,12,42648,67,147564
Dec-2018,2018,12,42649,67,89508
Dec-2018,2018,12,43986,232,57456
Dec-2018,2018,12,44038,167,134712
Dec-2018,2018,12,44042,167,99552
Dec-2018,2018,12,44058,153,3000
Dec-2018,2018,12,44059,153,75984
Dec-2018,2018,12,44582,107,47616
Dec-2018,2018,12,44584,107,22542
Dec-2018,2018,12,45392,269,1776
Dec-2018,2018,12,45968,232,42654
Dec-2018,2018,12,46108,229,79421
Dec-2018,2018,12,46119,167,17748
Dec-2018,2018,12,46125,167,5934
Dec-2018,2018,12,46308,57,4308
Dec-2018,2018,12,46409,61,2562
Dec-2018,2018,12,46612,272,132672
Dec-2018,2018,12,49086,269,14052
Dec-2018,2018,12,49087,269,19704
Dec-2018,2018,12,49088,269,9468
Dec-2018,2018,12,51304,996,5658
Dec-2018,2018,12,51305,996,24696
Dec-2018,2018,12,51306,996,21336
Dec-2018,2018,12,52613,373,2352
Dec-2018,2018,12,52998,373,3708
Dec-2018,2018,12,53003,373,2016
Dec-2018,2018,12,53086,374,6036
Dec-2018,2018,12,53102,374,10152
Dec-2018,2018,12,53108,374,14820
Dec-2018,2018,12,53114,374,43824
Dec-2018,2018,12,54073,373,552
Dec-2018,2018,12,54121,320,142368
Dec-2018,2018,12,54123,320,11616
Dec-2018,2018,12,54127,320,552432
Dec-2018,2018,12,54129,320,39504
Dec-2018,2018,12,54134,320,479220
Dec-2018,2018,12,54136,320,54636
Dec-2018,2018,12,54141,320,129624
Dec-2018,2018,12,54143,320,74784
Dec-2018,2018,12,54170,28,8424
Dec-2018,2018,12,55984,427,68628
Dec-2018,2018,12,57338,59,22392
Dec-2018,2018,12,57552,159,37022
Dec-2018,2018,12,57554,159,15984
Dec-2018,2018,12,57975,365,4188
Dec-2018,2018,12,58678,159,12716
Dec-2018,2018,12,58806,29,21990
Dec-2018,2018,12,58807,29,21910
Dec-2018,2018,12,58878,29,24606
Dec-2018,2018,12,58879,29,11423
Dec-2018,2018,12,59245,272,22176
Dec-2018,2018,12,59474,322,991
Dec-2018,2018,12,59480,322,1662
Dec-2018,2018,12,59495,322,342
Dec-2018,2018,12,59499,322,4588
Dec-2018,2018,12,60394,468,7921
