MonthYear,Year,Month,MaterialNum,ProdFamily,SupplyQty
Mar-2018,2018,3,60119,469,22600
Mar-2018,2018,3,60394,468,7995
Mar-2018,2018,3,60648,322,10284
Mar-2018,2018,3,60649,322,3996
Mar-2018,2018,3,60651,322,3444
Mar-2018,2018,3,61086,415,20458
Mar-2018,2018,3,61100,1007,181392
Mar-2018,2018,3,61217,153,53426
Mar-2018,2018,3,61557,405,14796
Mar-2018,2018,3,61589,562,37308
Mar-2018,2018,3,61590,562,2475
Mar-2018,2018,3,62925,34,23873
Mar-2018,2018,3,62968,34,20858
Mar-2018,2018,3,63207,1009,7160
Mar-2018,2018,3,63318,513,836
Mar-2018,2018,3,63725,177,148172
Mar-2018,2018,3,63764,448,6072
Mar-2018,2018,3,63809,448,46920
Mar-2018,2018,3,63810,448,97632
Mar-2018,2018,3,63811,448,68064
Mar-2018,2018,3,63827,652,1368
Mar-2018,2018,3,63828,652,2592
Mar-2018,2018,3,63830,653,6480
Mar-2018,2018,3,63831,653,2352
Mar-2018,2018,3,64047,455,6912
Mar-2018,2018,3,64049,455,13611
Mar-2018,2018,3,64141,518,15623
Mar-2018,2018,3,64233,272,288192
Mar-2018,2018,3,64234,272,9600
Mar-2018,2018,3,64338,448,2592
Mar-2018,2018,3,64481,34,5328
Mar-2018,2018,3,64482,34,43320
Mar-2018,2018,3,64484,34,32590
Mar-2018,2018,3,64489,117,3600
Mar-2018,2018,3,64630,228,24888
Mar-2018,2018,3,64761,272,14824
Mar-2018,2018,3,64762,272,10872
Mar-2018,2018,3,64764,272,72688
Mar-2018,2018,3,64765,272,7554
Mar-2018,2018,3,64815,602,88741
Mar-2018,2018,3,64903,117,3024
Mar-2018,2018,3,65051,381,8568
Mar-2018,2018,3,65052,381,60081
Mar-2018,2018,3,65054,381,29770
Mar-2018,2018,3,65056,381,45176
Mar-2018,2018,3,65059,329,26818
Mar-2018,2018,3,65062,329,8226
Mar-2018,2018,3,65104,272,2000
Mar-2018,2018,3,65139,544,96768
Mar-2018,2018,3,65159,475,38892
Mar-2018,2018,3,65160,475,101520
Mar-2018,2018,3,65192,272,52800
Mar-2018,2018,3,65303,272,66000
Mar-2018,2018,3,65312,228,7598
Mar-2018,2018,3,65471,272,11996
Mar-2018,2018,3,65579,272,6000
Mar-2018,2018,3,65580,272,35592
Mar-2018,2018,3,65647,272,25200
Mar-2018,2018,3,65704,34,28872
Mar-2018,2018,3,65806,544,97
Mar-2018,2018,3,65814,177,17160
Mar-2018,2018,3,65830,448,19128
Mar-2018,2018,3,65923,177,54936
Mar-2018,2018,3,65959,405,15076
Mar-2018,2018,3,65960,405,3600
Mar-2018,2018,3,65961,405,1612
Mar-2018,2018,3,65984,434,1690
Mar-2018,2018,3,66022,597,12024
Mar-2018,2018,3,66099,228,38141
Mar-2018,2018,3,66100,272,221560
Mar-2018,2018,3,66142,34,33632
Mar-2018,2018,3,66198,34,33148
Mar-2018,2018,3,66334,34,4968
Mar-2018,2018,3,66480,652,38016
Mar-2018,2018,3,66496,652,43920
Mar-2018,2018,3,66509,653,40032
Mar-2018,2018,3,66510,668,19368
Mar-2018,2018,3,66710,1119,25000
Mar-2018,2018,3,66794,272,1
Mar-2018,2018,3,66795,272,4090
Apr-2018,2018,4,42374,4,2856
Apr-2018,2018,4,42376,4,2838
Apr-2018,2018,4,42405,61,18072
Apr-2018,2018,4,42407,61,11964
Apr-2018,2018,4,42409,61,35640
Apr-2018,2018,4,42410,61,1872
Apr-2018,2018,4,42420,67,3660
Apr-2018,2018,4,42433,72,15852
Apr-2018,2018,4,42435,72,15948
Apr-2018,2018,4,42457,159,29004
Apr-2018,2018,4,42458,159,20100
Apr-2018,2018,4,42459,159,4272
Apr-2018,2018,4,42460,159,5472
Apr-2018,2018,4,42461,159,32676
Apr-2018,2018,4,42462,159,3708
Apr-2018,2018,4,42463,159,13248
Apr-2018,2018,4,42464,159,13100
Apr-2018,2018,4,42465,159,642
Apr-2018,2018,4,42466,159,15900
Apr-2018,2018,4,42467,159,21036
Apr-2018,2018,4,42468,159,2694
Apr-2018,2018,4,42469,161,33180
Apr-2018,2018,4,42470,161,3252
Apr-2018,2018,4,42517,4,4776
Apr-2018,2018,4,42518,4,17088
Apr-2018,2018,4,42564,153,38094
Apr-2018,2018,4,42565,153,447192
Apr-2018,2018,4,42566,153,11730
Apr-2018,2018,4,42567,182,87948
Apr-2018,2018,4,42569,182,56604
Apr-2018,2018,4,42571,182,6852
Apr-2018,2018,4,42575,182,14184
Apr-2018,2018,4,42582,218,3570
Apr-2018,2018,4,42583,218,73126
Apr-2018,2018,4,42586,218,36117
Apr-2018,2018,4,42588,218,14688
Apr-2018,2018,4,42613,72,8640
Apr-2018,2018,4,42624,28,94896
Apr-2018,2018,4,42625,28,9462
Apr-2018,2018,4,43986,232,390084
Apr-2018,2018,4,44050,234,28970
Apr-2018,2018,4,44060,153,10080
Apr-2018,2018,4,44582,107,93702
Apr-2018,2018,4,45316,269,103044
Apr-2018,2018,4,45320,269,113980
Apr-2018,2018,4,45392,269,2148
Apr-2018,2018,4,45393,269,17196
Apr-2018,2018,4,45430,287,15756
Apr-2018,2018,4,45726,274,7080
Apr-2018,2018,4,45968,232,11988
Apr-2018,2018,4,46108,229,156428
Apr-2018,2018,4,46125,167,14622
Apr-2018,2018,4,46126,167,15228
Apr-2018,2018,4,46128,167,8028
Apr-2018,2018,4,46409,61,2454
Apr-2018,2018,4,46612,272,1999575
Apr-2018,2018,4,46815,309,5220
Apr-2018,2018,4,46972,67,160
Apr-2018,2018,4,46973,218,410
Apr-2018,2018,4,46974,218,1077
Apr-2018,2018,4,47065,318,11544
Apr-2018,2018,4,47135,330,1692
Apr-2018,2018,4,47251,234,6060
Apr-2018,2018,4,47254,234,3486
Apr-2018,2018,4,47257,234,2304
Apr-2018,2018,4,47715,90,18936
Apr-2018,2018,4,47717,90,6210
Apr-2018,2018,4,47719,90,3834
Apr-2018,2018,4,47723,333,42822
Apr-2018,2018,4,47808,295,256372
Apr-2018,2018,4,47854,354,1203
Apr-2018,2018,4,47873,159,13734
Apr-2018,2018,4,47986,67,318
Apr-2018,2018,4,48009,355,144310
Apr-2018,2018,4,49048,998,5646
Apr-2018,2018,4,49088,269,8256
Apr-2018,2018,4,49092,998,45996
Apr-2018,2018,4,49216,34,63753
Apr-2018,2018,4,49288,355,207072
Apr-2018,2018,4,49560,34,3332
Apr-2018,2018,4,50595,28,12048
Apr-2018,2018,4,50998,441,137328
Apr-2018,2018,4,51304,996,7170
Apr-2018,2018,4,51306,996,26100
Apr-2018,2018,4,51307,203,137568
Apr-2018,2018,4,51317,996,8196
Apr-2018,2018,4,51328,203,13584
Apr-2018,2018,4,51329,203,51216
Apr-2018,2018,4,51330,203,2286
Apr-2018,2018,4,51332,203,67728
Apr-2018,2018,4,51333,203,60648
Apr-2018,2018,4,51795,358,17484
Apr-2018,2018,4,51796,358,5889
Apr-2018,2018,4,52054,203,372
Apr-2018,2018,4,52057,203,197
Apr-2018,2018,4,54101,424,7608
Apr-2018,2018,4,54107,424,10404
Apr-2018,2018,4,54112,424,10298
Apr-2018,2018,4,54121,320,175836
Apr-2018,2018,4,54123,320,18108
Apr-2018,2018,4,54127,320,171480
Apr-2018,2018,4,54129,320,62476
Apr-2018,2018,4,54136,320,80186
Apr-2018,2018,4,54141,320,105552
Apr-2018,2018,4,54143,320,56354
Apr-2018,2018,4,54170,28,16164
Apr-2018,2018,4,57338,59,22391
Apr-2018,2018,4,57553,159,32640
Apr-2018,2018,4,57554,159,28944
Apr-2018,2018,4,57787,1007,5169
Apr-2018,2018,4,58806,29,20886
Apr-2018,2018,4,58807,29,9984
Apr-2018,2018,4,58878,29,26024
Apr-2018,2018,4,59245,272,293692
Apr-2018,2018,4,59466,322,2782
Apr-2018,2018,4,59467,322,3440
Apr-2018,2018,4,59474,322,2827
Apr-2018,2018,4,59478,322,54228
Apr-2018,2018,4,59480,322,516
Apr-2018,2018,4,59481,322,17820
Apr-2018,2018,4,59483,322,990
Apr-2018,2018,4,59484,322,53352
Apr-2018,2018,4,59486,322,768
Apr-2018,2018,4,59487,322,8400
Apr-2018,2018,4,59489,322,960
Apr-2018,2018,4,59490,322,135108
Apr-2018,2018,4,59492,322,3786
Apr-2018,2018,4,59493,322,7908
Apr-2018,2018,4,59499,322,2752
Apr-2018,2018,4,60648,322,9132
Apr-2018,2018,4,60649,322,6684
Apr-2018,2018,4,60650,322,2508
Apr-2018,2018,4,60651,322,12588
Apr-2018,2018,4,61084,1068,86016
Apr-2018,2018,4,61086,415,5052
Apr-2018,2018,4,61557,405,94428
Apr-2018,2018,4,61568,405,53468
Apr-2018,2018,4,61586,562,23172
Apr-2018,2018,4,62728,232,468
Apr-2018,2018,4,62924,177,22501
Apr-2018,2018,4,62926,34,26880
Apr-2018,2018,4,62927,34,22819
Apr-2018,2018,4,63207,1009,554306
Apr-2018,2018,4,63725,177,51524
Apr-2018,2018,4,63763,448,2760
Apr-2018,2018,4,63788,177,16800
Apr-2018,2018,4,63809,448,47136
Apr-2018,2018,4,63810,448,121008
Apr-2018,2018,4,63811,448,116592
Apr-2018,2018,4,64142,518,16649
Apr-2018,2018,4,64143,518,36981
Apr-2018,2018,4,64483,34,92781
Apr-2018,2018,4,64484,34,33633
Apr-2018,2018,4,64630,228,15168
Apr-2018,2018,4,64640,293,15947
Apr-2018,2018,4,64761,272,51974
Apr-2018,2018,4,64762,272,10872
Apr-2018,2018,4,64764,272,9792
Apr-2018,2018,4,64765,272,8995
Apr-2018,2018,4,64799,228,36722
Apr-2018,2018,4,64800,228,7184
Apr-2018,2018,4,64801,228,2016
Apr-2018,2018,4,64902,34,3579
Apr-2018,2018,4,65050,330,21328
Apr-2018,2018,4,65053,381,10800
Apr-2018,2018,4,65059,329,12349
Apr-2018,2018,4,65064,329,27778
Apr-2018,2018,4,65066,329,8270
Apr-2018,2018,4,65133,228,576
Apr-2018,2018,4,65155,272,1996
Apr-2018,2018,4,65156,272,2416
Apr-2018,2018,4,65160,475,68928
Apr-2018,2018,4,65161,475,106536
Apr-2018,2018,4,65162,475,73116
Apr-2018,2018,4,65192,272,43200
Apr-2018,2018,4,65312,228,7598
Apr-2018,2018,4,65404,228,77850
Apr-2018,2018,4,65580,272,95064
Apr-2018,2018,4,65683,217,9096
Apr-2018,2018,4,65704,34,25272
Apr-2018,2018,4,65705,34,16416
Apr-2018,2018,4,65706,34,18504
Apr-2018,2018,4,65707,448,9216
Apr-2018,2018,4,65828,448,17736
Apr-2018,2018,4,65829,448,33864
Apr-2018,2018,4,65830,448,20280
Apr-2018,2018,4,66099,228,39368
Apr-2018,2018,4,66100,272,195664
Apr-2018,2018,4,66103,448,3612
Apr-2018,2018,4,66104,448,7704
Apr-2018,2018,4,66105,448,14016
Apr-2018,2018,4,66272,177,12888
Apr-2018,2018,4,66345,638,6000
Apr-2018,2018,4,66346,638,99717
Apr-2018,2018,4,66416,497,46435
Apr-2018,2018,4,66417,497,29220
May-2018,2018,5,42405,61,8868
May-2018,2018,5,42407,61,36684
May-2018,2018,5,42422,67,3714
May-2018,2018,5,42469,161,16140
May-2018,2018,5,42470,161,3138
May-2018,2018,5,42565,153,597384
May-2018,2018,5,42566,153,19458
May-2018,2018,5,42567,182,87456
May-2018,2018,5,42581,218,7464
May-2018,2018,5,42582,218,11196
May-2018,2018,5,42586,218,74484
May-2018,2018,5,42588,218,22404
May-2018,2018,5,42623,117,5530
May-2018,2018,5,42647,67,73008
May-2018,2018,5,42648,67,74340
May-2018,2018,5,42649,67,36876
May-2018,2018,5,43986,232,171648
May-2018,2018,5,44042,167,64956
May-2018,2018,5,44059,153,17376
May-2018,2018,5,45320,269,19692
May-2018,2018,5,45393,269,10812
May-2018,2018,5,45968,232,19044
May-2018,2018,5,46125,167,2946
May-2018,2018,5,46126,167,45948
May-2018,2018,5,46128,167,8256
