Calendar Month,MaterialNumber,ProductFamily,Market Share %,Number of Competitirs,WAC Price
1/1/2018,57975,365,29,7,150
1/1/2018,49048,998,36,4,150
1/1/2018,42518,4,50,10,18
1/1/2018,42374,4,0,13,176.5
1/1/2018,42376,4,2,10,151.25
1/1/2018,51012,368,6,9,35
1/1/2018,65569,1057,1,7,47.04
1/1/2018,65571,1057,1,7,59.42
1/1/2018,65568,1057,1,7,47.04
1/1/2018,65570,1057,1,7,59.42
1/1/2018,52727,371,6,10,38.99
1/1/2018,60820,373,12,2,848.06
1/1/2018,52612,373,4,18,44.6
1/1/2018,52613,373,4,17,44.6
1/1/2018,52614,373,4,14,50.45
1/1/2018,52998,373,3,17,44.6
1/1/2018,52610,373,2,15,50.45
1/1/2018,52611,373,2,16,44.6
1/1/2018,54127,320,38,15,19.06
1/1/2018,54134,320,26,14,27.13
1/1/2018,54141,320,39,16,27.13
1/1/2018,54121,320,35,15,27.13
1/1/2018,48009,355,21,6,43.5
1/1/2018,56784,355,37,2,111.38
1/1/2018,49288,355,48,2,50
1/1/2018,52029,238,0,9,
1/1/2018,52035,238,0,8,
1/1/2018,56628,238,13,5,72.9
1/1/2018,47723,333,76,4,200
1/1/2018,46384,553,24,3,89.47
1/1/2018,46385,553,12,3,89.47
1/1/2018,46386,553,15,3,89.47
1/1/2018,46387,553,41,2,89.47
1/1/2018,63318,513,6,4,4400
1/1/2018,56448,1051,0,1,
1/1/2018,64799,228,40,2,13.75
1/1/2018,42591,217,64,3,71.34
1/1/2018,42589,217,58,4,53.48
1/1/2018,43658,83,31,2,56.4
1/1/2018,46108,229,71,1,74.87
1/1/2018,50589,28,30,3,178.74
1/1/2018,50595,28,21,3,178.74
1/1/2018,54170,28,19,3,178.74
1/1/2018,42625,28,20,9,1279.3
1/1/2018,58806,29,48,1,237.82
1/1/2018,58807,29,41,1,237.82
1/1/2018,58878,29,43,1,237.82
1/1/2018,58879,29,48,1,237.82
1/1/2018,65048,330,9,6,120
1/1/2018,65050,330,2,8,35.73
1/1/2018,65052,381,24,3,71.2
1/1/2018,65055,381,32,3,141.3
1/1/2018,47852,354,15,3,
1/1/2018,47805,354,7,5,175.99
1/1/2018,65059,329,1,9,35
1/1/2018,65060,329,8,6,2.25
1/1/2018,65064,329,5,8,60
1/1/2018,65065,329,9,7,3.65
1/1/2018,61587,562,21,16,300
1/1/2018,61590,562,13,17,400
1/1/2018,61592,562,11,11,20
1/1/2018,49216,34,0,14,13.3
1/1/2018,45430,287,2,5,21.9
1/1/2018,45429,287,1,6,21.9
1/1/2018,45968,232,58,15,166.67
1/1/2018,42403,53,42,4,335.32
1/1/2018,42401,53,30,5,84.01
1/1/2018,57338,59,56,6,100
1/1/2018,46409,61,14,13,371.09
1/1/2018,42410,61,11,12,439.38
1/1/2018,55986,1009,18,6,96.88
1/1/2018,65242,714,100,NULL,198.34
1/1/2018,65243,714,100,NULL,360.64
1/1/2018,42418,67,39,10,425.3
1/1/2018,42420,67,32,12,425.3
1/1/2018,42422,67,49,12,479.3
1/1/2018,42424,67,37,9,480.1
1/1/2018,52592,391,7,16,29.38
1/1/2018,52593,391,2,18,14.73
1/1/2018,52594,391,1,19,14.73
1/1/2018,63300,547,20,9,33
1/1/2018,51451,512,21,3,85.59
1/1/2018,42433,72,35,2,107.78
1/1/2018,42435,72,30,3,129.34
1/1/2018,42613,72,26,3,105.9
1/1/2018,42615,72,62,3,112.5
1/1/2018,51552,404,1,10,73.8
1/1/2018,54145,353,4,5,10.95
1/1/2018,54146,353,8,5,15.95
1/1/2018,54147,353,7,8,34.95
1/1/2018,53148,74,56,4,498.15
1/1/2018,53151,74,57,4,56.46
1/1/2018,42447,87,60,2,60
1/1/2018,42443,87,57,1,50
1/1/2018,42445,87,52,2,55
1/1/2018,42655,90,0,20,73.8
1/1/2018,42658,90,0,22,144
1/1/2018,42661,90,0,16,95
1/1/2018,47715,90,5,15,324.6
1/1/2018,47719,90,7,15,391.85
1/1/2018,46929,311,7,5,137.48
1/1/2018,46808,311,8,8,137.48
1/1/2018,46922,311,8,7,137.48
1/1/2018,42588,218,41,8,30.5
1/1/2018,42585,218,47,9,21.75
1/1/2018,60388,221,0,6,
1/1/2018,60335,545,5,3,82.55
1/1/2018,60336,545,1,2,
1/1/2018,60337,545,19,2,82.55
1/1/2018,49206,996,34,6,135.75
1/1/2018,49218,996,27,5,136.7
1/1/2018,49572,497,44,5,85
1/1/2018,63307,497,26,3,240
1/1/2018,63479,415,25,7,1114.15
1/1/2018,61086,415,25,6,1368.26
1/1/2018,44584,107,17,4,64.12
1/1/2018,54101,424,68,3,703.03
1/1/2018,54107,424,39,7,225
1/1/2018,54112,424,45,6,225
1/1/2018,45531,240,38,1,151.87
1/1/2018,45534,240,41,1,157.95
1/1/2018,55984,427,60,2,11
1/1/2018,56008,313,5,7,44.47
1/1/2018,59428,313,5,7,66.77
1/1/2018,57787,1007,7,4,60
1/1/2018,61100,1007,13,9,30
1/1/2018,63984,507,4,12,
1/1/2018,42620,117,1,16,37.15
1/1/2018,45547,127,0,15,
1/1/2018,46313,127,4,8,22.45
1/1/2018,45709,274,0,7,208.92
1/1/2018,45720,274,1,8,74.48
1/1/2018,45726,274,0,10,122.55
1/1/2018,47251,234,10,8,296.67
1/1/2018,47254,234,8,8,375
1/1/2018,47257,234,12,6,425
1/1/2018,47059,318,11,14,47.7
1/1/2018,47065,318,14,14,60
1/1/2018,47808,295,41,3,120
1/1/2018,50998,441,14,3,66.94
1/1/2018,51796,358,61,4,438.6
1/1/2018,51795,358,59,5,877.2
1/1/2018,44968,152,61,3,130
1/1/2018,59480,322,21,10,558.33
1/1/2018,59483,322,18,8,833.33
1/1/2018,59486,322,17,9,333.33
1/1/2018,59489,322,18,8,1125
1/1/2018,59492,322,16,10,358.33
1/1/2018,59495,322,18,6,450
1/1/2018,60648,322,9,10,37.71
1/1/2018,60649,322,8,10,55.61
1/1/2018,60650,322,10,10,73.52
1/1/2018,60651,322,13,10,25.67
1/1/2018,55624,348,39,2,216.69
1/1/2018,48740,348,27,5,39.54
1/1/2018,53212,348,9,3,26.91
1/1/2018,44058,153,5,8,65.83
1/1/2018,61217,153,10,17,155.88
1/1/2018,44060,153,13,16,57.76
1/1/2018,64640,293,3,8,11.5
1/1/2018,64049,455,3,12,100
1/1/2018,64047,455,1,11,50
1/1/2018,58679,159,100,NULL,336.88
1/1/2018,57553,159,29,3,63
1/1/2018,57554,159,29,4,66
1/1/2018,42465,159,31,8,192.67
1/1/2018,42470,161,99,1,133.38
1/1/2018,48698,574,69,1,117.38
1/1/2018,66346,638,5,4,24.75
1/1/2018,66345,638,12,4,24.75
1/1/2018,44035,167,26,13,23.15
1/1/2018,44038,167,20,14,23.52
1/1/2018,44042,167,33,14,34.52
1/1/2018,46126,167,55,9,34.52
1/1/2018,58583,465,2,16,318.5
1/1/2018,58585,465,1,19,601.1
1/1/2018,58578,465,1,17,180
1/1/2018,60157,465,1,15,47.28
1/1/2018,60288,465,0,15,92.61
1/1/2018,58581,465,1,15,305.1
1/1/2018,60394,468,38,5,158.41
1/1/2018,54880,469,56,5,560.15
1/1/2018,60119,469,1,6,45.2
1/1/2018,56041,470,1,1,
1/1/2018,65160,475,22,11,32.93
1/1/2018,65161,475,25,12,32.93
1/1/2018,65162,475,14,11,10.91
1/1/2018,65159,475,25,13,32.93
1/1/2018,42482,179,72,1,1639.93
1/1/2018,42484,179,40,1,662.03
1/1/2018,55972,258,0,13,
1/1/2018,42577,182,64,5,64.53
1/1/2018,42579,182,65,4,80.69
1/1/2018,42573,182,45,3,65.88
1/1/2018,42575,182,59,8,48.37
1/1/2018,61572,201,21,5,128.94
1/1/2018,49086,269,93,1,244.03
1/1/2018,49087,269,90,1,309.32
1/1/2018,49088,269,93,1,463.94
1/1/2018,45316,269,13,9,24.99
1/1/2018,45320,269,3,12,30.49
1/1/2018,45136,270,0,5,
1/1/2018,61084,1068,18,3,125.28
1/1/2018,51328,203,7,7,57.95
1/1/2018,51330,203,11,6,171
1/1/2018,51331,203,40,1,325.71
1/1/2018,51333,203,7,6,30.4
1/1/2018,55784,520,35,6,47.61
1/1/2018,46834,309,16,11,80
1/1/2018,46814,309,15,11,80
1/1/2018,46815,309,23,12,90
1/1/2018,46816,309,25,12,90
1/1/2018,62253,492,9,9,
2/1/2018,57975,365,30,7,150
2/1/2018,49048,998,26,4,150
2/1/2018,42518,4,45,10,18
2/1/2018,42374,4,1,13,176.5
2/1/2018,42376,4,2,10,151.25
2/1/2018,51012,368,5,9,35
2/1/2018,65569,1057,1,7,47.04
2/1/2018,65571,1057,1,7,59.42
2/1/2018,65568,1057,1,7,47.04
2/1/2018,65570,1057,1,7,59.42
2/1/2018,52727,371,6,11,38.99
2/1/2018,60820,373,27,2,848.06
2/1/2018,52612,373,4,17,44.6
2/1/2018,52613,373,3,16,44.6
2/1/2018,52614,373,4,15,50.45
2/1/2018,52998,373,4,17,44.6
2/1/2018,52610,373,1,15,50.45
2/1/2018,52611,373,3,16,44.6
2/1/2018,54127,320,31,15,19.06
2/1/2018,54134,320,37,14,27.13
2/1/2018,54141,320,42,15,27.13
2/1/2018,54121,320,44,15,27.13
2/1/2018,48009,355,36,6,43.5
2/1/2018,56784,355,36,2,111.38
2/1/2018,49288,355,47,2,50
2/1/2018,52029,238,0,9,
2/1/2018,52035,238,0,8,
2/1/2018,56628,238,10,5,72.9
2/1/2018,47723,333,76,3,200
2/1/2018,46384,553,26,3,89.47
2/1/2018,46385,553,14,3,89.47
2/1/2018,46386,553,14,3,89.47
2/1/2018,46387,553,37,2,89.47
2/1/2018,63318,513,7,4,4400
2/1/2018,56448,1051,0,1,
2/1/2018,64799,228,24,3,13.75
2/1/2018,42591,217,64,4,71.34
2/1/2018,42589,217,57,5,53.48
2/1/2018,43658,83,30,2,56.4
2/1/2018,46108,229,71,1,74.87
2/1/2018,50589,28,33,2,178.74
2/1/2018,50595,28,22,2,178.74
2/1/2018,54170,28,19,3,178.74
2/1/2018,42625,28,23,9,1279.3
2/1/2018,58806,29,41,1,237.82
2/1/2018,58807,29,36,1,237.82
2/1/2018,58878,29,34,1,237.82
2/1/2018,58879,29,42,1,237.82
2/1/2018,65048,330,8,6,120
2/1/2018,65050,330,1,9,35.73
2/1/2018,65052,381,14,3,71.2
2/1/2018,65055,381,16,3,141.3
2/1/2018,47852,354,10,3,
2/1/2018,47805,354,10,5,175.99
2/1/2018,65059,329,1,9,35
2/1/2018,65060,329,9,6,2.25
2/1/2018,65064,329,7,8,60
2/1/2018,65065,329,9,7,3.65
2/1/2018,61587,562,22,16,300
2/1/2018,61590,562,18,17,400
2/1/2018,61592,562,11,11,20
2/1/2018,49216,34,0,15,13.3
2/1/2018,45430,287,0,5,21.9
2/1/2018,45429,287,2,6,21.9
2/1/2018,45968,232,56,16,166.67
2/1/2018,42403,53,39,4,335.32
2/1/2018,42401,53,29,4,84.01
2/1/2018,57338,59,44,6,100
2/1/2018,46409,61,14,12,371.09
2/1/2018,42410,61,11,12,439.38
2/1/2018,55986,1009,21,6,96.88
2/1/2018,65242,714,100,NULL,198.34
2/1/2018,65243,714,100,NULL,360.64
2/1/2018,42418,67,35,9,425.3
2/1/2018,42420,67,33,13,425.3
2/1/2018,42422,67,47,12,479.3
2/1/2018,42424,67,42,9,480.1
2/1/2018,52592,391,3,16,29.38
2/1/2018,52593,391,1,19,14.73
2/1/2018,52594,391,2,18,14.73
2/1/2018,63300,547,21,9,33
2/1/2018,51451,512,21,3,85.59
2/1/2018,49840,397,0,5,
2/1/2018,49845,397,0,4,
2/1/2018,42433,72,35,4,107.78
2/1/2018,42435,72,27,5,129.34
2/1/2018,42613,72,27,3,105.9
2/1/2018,42615,72,51,3,112.5
2/1/2018,51552,404,2,11,73.8
2/1/2018,54145,353,7,5,10.95
2/1/2018,54146,353,6,5,15.95
2/1/2018,54147,353,6,7,34.95
2/1/2018,53148,74,60,4,498.15
2/1/2018,53151,74,57,4,56.46
2/1/2018,42447,87,55,2,60
2/1/2018,42443,87,55,1,50
2/1/2018,42445,87,44,2,55
2/1/2018,42655,90,0,19,73.8
2/1/2018,42658,90,0,19,144
2/1/2018,42660,90,0,17,22
2/1/2018,47715,90,1,15,324.6
2/1/2018,47719,90,8,15,391.85
2/1/2018,46929,311,8,5,137.48
2/1/2018,46808,311,6,7,137.48
2/1/2018,46922,311,7,7,137.48
2/1/2018,42588,218,45,8,30.5
2/1/2018,42585,218,46,9,21.75
2/1/2018,60388,221,0,4,
2/1/2018,60335,545,9,3,82.55
2/1/2018,60336,545,1,2,
2/1/2018,60337,545,19,3,82.55
2/1/2018,49206,996,46,6,135.75
2/1/2018,49218,996,54,5,136.7
2/1/2018,49572,497,43,4,85
2/1/2018,63307,497,28,3,240
2/1/2018,63479,415,22,8,1114.15
2/1/2018,61086,415,25,7,1368.26
2/1/2018,63895,335,0,8,14.54
2/1/2018,44584,107,15,4,64.12
2/1/2018,54101,424,57,3,703.03
2/1/2018,54107,424,40,8,225
2/1/2018,54112,424,37,6,225
2/1/2018,45531,240,37,1,151.87
2/1/2018,45534,240,36,1,157.95
2/1/2018,55984,427,87,2,11
2/1/2018,56008,313,5,7,44.47
2/1/2018,59428,313,4,7,66.77
2/1/2018,57787,1007,14,4,60
2/1/2018,61100,1007,6,8,30
2/1/2018,63982,507,2,12,
2/1/2018,42620,117,1,16,37.15
2/1/2018,45547,127,0,16,
2/1/2018,46313,127,2,8,22.45
2/1/2018,45709,274,0,7,208.92
2/1/2018,45720,274,1,7,74.48
2/1/2018,45726,274,0,10,122.55
2/1/2018,47251,234,10,8,296.67
2/1/2018,47254,234,7,8,375
2/1/2018,47257,234,10,6,425
2/1/2018,47059,318,11,14,47.7
2/1/2018,47065,318,16,13,60
2/1/2018,47808,295,41,3,120
2/1/2018,50998,441,7,4,66.94
2/1/2018,51796,358,55,4,438.6
2/1/2018,51795,358,54,5,877.2
2/1/2018,44968,152,67,3,130
2/1/2018,59480,322,17,10,558.33
2/1/2018,59483,322,17,8,833.33
2/1/2018,59486,322,20,9,333.33
2/1/2018,59489,322,18,8,1125
2/1/2018,59492,322,16,9,358.33
2/1/2018,59495,322,14,6,450
2/1/2018,60648,322,7,10,37.71
2/1/2018,60649,322,9,10,55.61
2/1/2018,60650,322,11,10,73.52
2/1/2018,60651,322,12,10,25.67
2/1/2018,55624,348,32,2,216.69
2/1/2018,48740,348,31,7,39.54
2/1/2018,53212,348,15,3,26.91
2/1/2018,44058,153,4,8,65.83
2/1/2018,61217,153,8,17,155.88
2/1/2018,44060,153,13,16,57.76
2/1/2018,64640,293,6,8,11.5
2/1/2018,64049,455,4,12,100
2/1/2018,64047,455,1,11,50
2/1/2018,58679,159,100,NULL,336.88
2/1/2018,57553,159,28,3,63
2/1/2018,57554,159,26,4,66
2/1/2018,42465,159,24,8,192.67
2/1/2018,42470,161,99,2,133.38
2/1/2018,48698,574,36,1,117.38
2/1/2018,66346,638,4,4,24.75
2/1/2018,66345,638,19,4,24.75
2/1/2018,44035,167,21,12,23.15
2/1/2018,44038,167,16,14,23.52
2/1/2018,44042,167,25,14,34.52
2/1/2018,46126,167,48,9,34.52
2/1/2018,58583,465,1,16,318.5
2/1/2018,58585,465,1,19,601.1
2/1/2018,58578,465,1,16,180
2/1/2018,60157,465,0,15,47.28
2/1/2018,60288,465,0,15,92.61
2/1/2018,58581,465,1,15,305.1
2/1/2018,60394,468,34,6,158.41
2/1/2018,54880,469,52,5,560.15
2/1/2018,60119,469,1,6,45.2
2/1/2018,65160,475,28,12,32.93
2/1/2018,65161,475,26,13,32.93
2/1/2018,65162,475,24,12,10.91
2/1/2018,65159,475,16,13,32.93
2/1/2018,42482,179,73,2,1639.93
2/1/2018,42484,179,41,1,662.03
2/1/2018,55972,258,0,13,
2/1/2018,42577,182,59,7,64.53
2/1/2018,42579,182,59,5,80.69
2/1/2018,42573,182,42,2,65.88
2/1/2018,42575,182,48,8,48.37
2/1/2018,61572,201,24,6,128.94
2/1/2018,49086,269,85,1,244.03
2/1/2018,49087,269,84,1,309.32
2/1/2018,49088,269,85,1,463.94
2/1/2018,45316,269,15,9,24.99
2/1/2018,45320,269,3,12,30.49
2/1/2018,61084,1068,17,4,125.28
2/1/2018,51328,203,1,8,57.95
2/1/2018,51330,203,9,7,171
2/1/2018,51331,203,43,2,325.71
2/1/2018,51333,203,2,7,30.4
2/1/2018,55784,520,34,6,47.61
2/1/2018,46834,309,15,11,80
2/1/2018,46814,309,14,11,80
2/1/2018,46815,309,21,11,90
2/1/2018,46816,309,20,11,90
2/1/2018,62253,492,8,9,
3/1/2018,57975,365,29,7,150
3/1/2018,49048,998,6,4,150
3/1/2018,42518,4,45,10,18
3/1/2018,42374,4,1,13,176.5
3/1/2018,42376,4,3,10,151.25
3/1/2018,51012,368,4,9,35
3/1/2018,65569,1057,1,7,47.04
3/1/2018,65571,1057,1,7,59.42
3/1/2018,65568,1057,1,7,47.04
3/1/2018,65570,1057,1,7,59.42
3/1/2018,52727,371,5,10,38.99
3/1/2018,60820,373,26,2,848.06
3/1/2018,54077,373,3,18,1486.67
3/1/2018,52613,373,4,16,44.6
3/1/2018,52614,373,1,14,50.45
3/1/2018,52998,373,2,17,44.6
3/1/2018,52610,373,2,14,50.45
3/1/2018,52611,373,4,17,44.6
3/1/2018,54127,320,36,15,19.06
3/1/2018,54134,320,50,14,27.13
3/1/2018,54141,320,37,15,27.13
3/1/2018,54121,320,29,15,27.13
3/1/2018,48009,355,37,7,43.5
3/1/2018,56784,355,34,2,111.38
3/1/2018,49288,355,42,2,50
3/1/2018,52029,238,0,9,
3/1/2018,52035,238,0,8,
3/1/2018,56628,238,9,5,72.9
3/1/2018,47723,333,80,4,200
3/1/2018,46384,553,24,3,89.47
3/1/2018,46385,553,13,3,89.47
3/1/2018,46386,553,14,3,89.47
3/1/2018,46387,553,30,2,89.47
3/1/2018,63318,513,4,4,4400
3/1/2018,56448,1051,0,1,
3/1/2018,64799,228,47,3,13.75
3/1/2018,42591,217,63,4,71.34
3/1/2018,42589,217,57,5,53.48
3/1/2018,43658,83,29,2,56.4
3/1/2018,46108,229,71,1,74.87
3/1/2018,50589,28,32,3,178.74
3/1/2018,50595,28,17,2,178.74
3/1/2018,54170,28,18,3,178.74
3/1/2018,42625,28,20,9,1279.3
3/1/2018,58806,29,39,1,237.82
3/1/2018,58807,29,40,1,237.82
3/1/2018,58878,29,40,1,237.82
3/1/2018,58879,29,40,1,237.82
3/1/2018,65048,330,10,6,120
3/1/2018,65050,330,1,9,35.73
3/1/2018,65052,381,14,3,71.2
3/1/2018,65055,381,20,3,141.3
3/1/2018,47852,354,24,3,
3/1/2018,47805,354,10,5,175.99
3/1/2018,65059,329,0,9,35
3/1/2018,65060,329,8,6,2.25
3/1/2018,65064,329,5,8,60
3/1/2018,65065,329,6,7,3.65
3/1/2018,61587,562,20,16,300
3/1/2018,61590,562,19,18,400
3/1/2018,61592,562,8,11,20
3/1/2018,49216,34,0,15,13.3
3/1/2018,45430,287,1,5,21.9
3/1/2018,45429,287,2,6,21.9
3/1/2018,66492,1149,0,5,1900
3/1/2018,45968,232,54,16,166.67
3/1/2018,42403,53,43,4,335.32
3/1/2018,42401,53,30,5,84.01
3/1/2018,46256,57,1,7,104.88
3/1/2018,46308,57,3,7,117.75
3/1/2018,57338,59,35,7,100
3/1/2018,46409,61,13,12,371.09
3/1/2018,42410,61,11,12,439.38
3/1/2018,55986,1009,20,6,96.88
3/1/2018,65242,714,100,NULL,198.34
3/1/2018,65243,714,100,NULL,360.64
3/1/2018,42418,67,38,9,425.3
3/1/2018,42420,67,46,13,425.3
3/1/2018,42422,67,48,12,479.3
3/1/2018,42424,67,42,9,480.1
3/1/2018,52592,391,3,15,29.38
3/1/2018,52593,391,1,18,14.73
3/1/2018,52594,391,1,19,14.73
3/1/2018,63300,547,12,11,33
3/1/2018,51451,512,23,3,85.59
3/1/2018,42433,72,35,4,107.78
3/1/2018,42435,72,29,5,129.34
3/1/2018,42613,72,16,3,105.9
3/1/2018,42615,72,56,3,112.5
3/1/2018,51552,404,2,12,73.8
3/1/2018,54145,353,7,5,10.95
3/1/2018,54146,353,6,5,15.95
3/1/2018,54147,353,5,7,34.95
3/1/2018,53148,74,44,4,498.15
3/1/2018,53151,74,36,4,56.46
3/1/2018,42447,87,55,2,60
3/1/2018,42443,87,59,1,50
3/1/2018,42445,87,53,2,55
3/1/2018,42655,90,0,19,73.8
3/1/2018,42658,90,0,18,144
3/1/2018,42660,90,0,15,22
3/1/2018,47715,90,0,16,324.6
3/1/2018,47719,90,7,15,391.85
3/1/2018,46929,311,6,5,137.48
3/1/2018,46808,311,7,7,137.48
3/1/2018,46922,311,15,6,137.48
3/1/2018,64143,518,0,3,38.52
3/1/2018,64142,518,0,3,7.71
3/1/2018,64141,518,0,3,77.03
3/1/2018,42588,218,47,8,30.5
3/1/2018,42585,218,49,9,21.75
3/1/2018,60335,545,15,3,82.55
3/1/2018,60336,545,0,2,
3/1/2018,60337,545,19,2,82.55
3/1/2018,49206,996,53,6,135.75
3/1/2018,49218,996,54,5,136.7
3/1/2018,49572,497,44,4,85
3/1/2018,63307,497,27,3,240
3/1/2018,63479,415,19,8,1114.15
3/1/2018,61086,415,19,8,1368.26
3/1/2018,63896,335,0,8,30.06
3/1/2018,63895,335,0,8,14.54
3/1/2018,44584,107,20,5,64.12
3/1/2018,54101,424,63,3,703.03
3/1/2018,54107,424,41,8,225
3/1/2018,54112,424,36,6,225
3/1/2018,45531,240,46,1,151.87
3/1/2018,45534,240,42,1,157.95
3/1/2018,55984,427,87,2,11
3/1/2018,56008,313,4,7,44.47
3/1/2018,59428,313,3,7,66.77
3/1/2018,57787,1007,15,4,60
3/1/2018,61100,1007,30,9,30
3/1/2018,63984,507,1,12,
3/1/2018,42620,117,1,16,37.15
3/1/2018,45547,127,0,16,
3/1/2018,46313,127,3,8,22.45
3/1/2018,45709,274,0,7,208.92
3/1/2018,45720,274,1,8,74.48
3/1/2018,45726,274,0,10,122.55
3/1/2018,47251,234,9,8,296.67
3/1/2018,47254,234,7,8,375
3/1/2018,47257,234,11,6,425
3/1/2018,47059,318,11,15,47.7
3/1/2018,47065,318,16,15,60
3/1/2018,47808,295,38,3,120
3/1/2018,50998,441,14,4,66.94
3/1/2018,51796,358,57,4,438.6
3/1/2018,51795,358,62,5,877.2
3/1/2018,44968,152,61,3,130
3/1/2018,59480,322,19,11,558.33
3/1/2018,59483,322,18,9,833.33
3/1/2018,59486,322,16,10,333.33
3/1/2018,59489,322,17,9,1125
3/1/2018,59492,322,16,11,358.33
3/1/2018,59495,322,14,7,450
3/1/2018,60648,322,12,10,37.71
3/1/2018,60649,322,8,10,55.61
3/1/2018,60650,322,10,10,73.52
3/1/2018,60651,322,7,11,25.67
3/1/2018,55624,348,33,2,216.69
3/1/2018,48740,348,24,6,39.54
3/1/2018,53212,348,20,3,26.91
3/1/2018,44058,153,14,7,65.83
3/1/2018,61217,153,9,17,155.88
3/1/2018,44060,153,10,16,57.76
3/1/2018,64640,293,12,7,11.5
3/1/2018,64049,455,2,13,100
3/1/2018,64047,455,1,12,50
3/1/2018,58679,159,100,NULL,336.88
3/1/2018,57553,159,26,3,63
3/1/2018,57554,159,27,4,66
3/1/2018,42465,159,24,8,192.67
3/1/2018,42470,161,99,1,133.38
3/1/2018,48698,574,71,1,117.38
3/1/2018,66346,638,9,4,24.75
3/1/2018,66345,638,9,4,24.75
3/1/2018,44035,167,20,12,23.15
3/1/2018,44038,167,15,14,23.52
3/1/2018,44042,167,22,14,34.52
3/1/2018,46126,167,41,9,34.52
3/1/2018,58583,465,1,16,318.5
3/1/2018,58585,465,1,19,601.1
3/1/2018,58578,465,1,17,180
3/1/2018,60157,465,0,14,47.28
3/1/2018,60288,465,0,16,92.61
3/1/2018,58581,465,1,15,305.1
3/1/2018,60394,468,42,6,158.41
3/1/2018,54880,469,46,5,560.15
3/1/2018,60119,469,1,6,45.2
3/1/2018,65160,475,25,11,32.93
3/1/2018,65161,475,27,13,32.93
3/1/2018,65162,475,31,11,10.91
3/1/2018,65159,475,7,13,32.93
3/1/2018,42482,179,73,1,1639.93
3/1/2018,42484,179,46,1,662.03
3/1/2018,42577,182,58,7,64.53
3/1/2018,42579,182,54,6,80.69
3/1/2018,42573,182,49,2,65.88
3/1/2018,42575,182,52,9,48.37
3/1/2018,61572,201,26,6,128.94
3/1/2018,49086,269,53,1,244.03
3/1/2018,49087,269,83,1,309.32
3/1/2018,49088,269,81,1,463.94
3/1/2018,45316,269,8,10,24.99
3/1/2018,45320,269,8,12,30.49
3/1/2018,61084,1068,17,4,125.28
3/1/2018,51328,203,11,8,57.95
3/1/2018,51330,203,1,7,171
3/1/2018,51331,203,40,2,325.71
3/1/2018,51333,203,11,7,30.4
3/1/2018,55784,520,41,6,47.61
3/1/2018,46834,309,12,11,80
3/1/2018,46814,309,14,12,80
3/1/2018,46815,309,17,11,90
3/1/2018,46816,309,18,11,90
3/1/2018,62253,492,5,9,
4/1/2018,57975,365,30,8,150
4/1/2018,49048,998,0,4,150
4/1/2018,42518,4,44,10,18
4/1/2018,42374,4,1,13,176.5
4/1/2018,42376,4,2,10,151.25
4/1/2018,51012,368,3,8,35
4/1/2018,65569,1057,1,7,47.04
4/1/2018,65571,1057,1,7,59.42
4/1/2018,65568,1057,1,7,47.04
4/1/2018,65570,1057,1,7,59.42
4/1/2018,52727,371,5,10,38.99
4/1/2018,60820,373,28,2,848.06
4/1/2018,52612,373,2,18,44.6
4/1/2018,54073,373,3,17,1486.67
4/1/2018,54071,373,2,14,1681.67
4/1/2018,53003,373,3,16,1486.67
4/1/2018,54069,373,3,15,1681.67
4/1/2018,54050,373,3,16,1486.67
4/1/2018,54127,320,41,15,19.06
4/1/2018,54134,320,49,14,27.13
4/1/2018,54141,320,40,15,27.13
4/1/2018,54121,320,33,15,27.13
4/1/2018,48009,355,43,7,43.5
4/1/2018,56784,355,34,2,111.38
4/1/2018,49288,355,41,2,50
4/1/2018,52029,238,0,9,
4/1/2018,52035,238,0,8,
4/1/2018,56628,238,3,4,72.9
4/1/2018,47723,333,81,3,200
4/1/2018,46384,553,22,3,89.47
4/1/2018,46385,553,24,3,89.47
4/1/2018,46386,553,24,3,89.47
4/1/2018,46387,553,41,2,89.47
4/1/2018,63318,513,6,4,4400
4/1/2018,56448,1051,0,1,
4/1/2018,64799,228,48,3,13.75
4/1/2018,42591,217,64,4,71.34
4/1/2018,42589,217,58,5,53.48
4/1/2018,43658,83,27,2,56.4
4/1/2018,46108,229,70,1,74.87
4/1/2018,50589,28,32,2,178.74
4/1/2018,50595,28,16,2,178.74
4/1/2018,54170,28,16,2,178.74
4/1/2018,42625,28,22,9,1279.3
4/1/2018,58806,29,37,1,237.82
4/1/2018,58807,29,35,1,237.82
4/1/2018,58878,29,33,1,237.82
4/1/2018,58879,29,37,1,237.82
4/1/2018,65048,330,12,6,120
4/1/2018,65050,330,2,8,35.73
4/1/2018,65052,381,24,3,71.2
4/1/2018,65055,381,12,3,141.3
4/1/2018,47852,354,16,3,
4/1/2018,47805,354,4,4,175.99
4/1/2018,65059,329,1,9,35
4/1/2018,65060,329,8,6,2.25
4/1/2018,65064,329,5,8,60
4/1/2018,65065,329,4,7,3.65
4/1/2018,61587,562,7,16,300
4/1/2018,61590,562,19,17,400
4/1/2018,61592,562,12,10,20
4/1/2018,49216,34,0,15,13.3
4/1/2018,45430,287,1,5,21.9
4/1/2018,45429,287,2,5,21.9
4/1/2018,66492,1149,2,5,1900
4/1/2018,61457,232,58,15,60
4/1/2018,42403,53,44,4,335.32
4/1/2018,42401,53,32,4,84.01
4/1/2018,46256,57,14,7,104.88
4/1/2018,46308,57,19,7,117.75
