Calendar Month,MaterialNumber,ProductFamily,Market Share %,Number of Competitirs,WAC Price
5/1/2019,65052,381,33,4,71.2
5/1/2019,65055,381,41,5,141.3
5/1/2019,65059,329,3,8,35
5/1/2019,65060,329,23,5,2.25
5/1/2019,65064,329,14,7,60
5/1/2019,65065,329,10,6,3.65
5/1/2019,61587,562,18,14,300
5/1/2019,61590,562,35,16,400
5/1/2019,61592,562,22,11,20
5/1/2019,49216,34,0,15,13.3
5/1/2019,45430,287,0,5,21.9
5/1/2019,45429,287,1,4,21.9
5/1/2019,66492,1149,16,5,1900
5/1/2019,45968,232,16,12,166.67
5/1/2019,63907,52,33,4,679.16
5/1/2019,63918,52,22,4,679.16
5/1/2019,42403,53,44,4,335.32
5/1/2019,42401,53,30,4,84.01
5/1/2019,46256,57,14,8,104.88
5/1/2019,46308,57,21,8,117.75
5/1/2019,57338,59,43,7,100
5/1/2019,46409,61,28,12,371.09
5/1/2019,42410,61,25,13,439.38
5/1/2019,55986,1009,22,7,96.88
5/1/2019,42418,67,41,11,425.3
5/1/2019,42420,67,47,12,425.3
5/1/2019,42422,67,46,13,479.3
5/1/2019,42424,67,55,8,480.1
5/1/2019,52592,391,1,15,29.38
5/1/2019,52593,391,0,18,14.73
5/1/2019,52594,391,0,18,14.73
5/1/2019,63299,547,0,7,11
5/1/2019,51451,512,0,2,85.59
5/1/2019,42433,72,84,3,107.78
5/1/2019,42435,72,29,4,129.34
5/1/2019,42613,72,42,5,105.9
5/1/2019,42615,72,66,5,112.5
5/1/2019,51552,404,1,14,73.8
5/1/2019,54145,353,6,4,10.95
5/1/2019,54146,353,4,4,15.95
5/1/2019,54147,353,6,7,34.95
5/1/2019,53148,74,49,4,498.15
5/1/2019,53151,74,45,4,56.46
5/1/2019,65959,405,44,1,261.26
5/1/2019,65960,405,48,1,379.62
5/1/2019,65961,405,59,1,516.86
5/1/2019,42447,87,68,2,60
5/1/2019,42443,87,70,1,50
5/1/2019,42445,87,66,2,55
5/1/2019,42654,90,0,20,8.48
5/1/2019,42658,90,0,22,144
5/1/2019,47715,90,1,17,324.6
5/1/2019,47719,90,0,15,391.85
5/1/2019,46929,311,6,5,137.48
5/1/2019,46808,311,0,7,137.48
5/1/2019,46922,311,1,5,137.48
5/1/2019,64143,518,1,4,38.52
5/1/2019,64142,518,0,4,7.71
5/1/2019,64141,518,0,3,77.03
5/1/2019,46974,218,91,5,975
5/1/2019,42585,218,87,7,21.75
5/1/2019,63441,1064,30,5,41.96
5/1/2019,63443,1064,29,5,41.96
5/1/2019,63444,1064,26,6,41.96
5/1/2019,63445,1064,24,6,41.96
5/1/2019,49206,996,50,5,135.75
5/1/2019,49218,996,51,5,136.7
5/1/2019,49572,497,35,5,85
5/1/2019,63307,497,24,3,240
5/1/2019,63479,415,20,12,1114.15
5/1/2019,61086,415,24,12,1368.26
5/1/2019,63896,335,14,9,30.06
5/1/2019,63895,335,18,9,14.54
5/1/2019,44584,107,63,5,64.12
5/1/2019,54101,424,75,2,703.03
5/1/2019,54107,424,38,9,225
5/1/2019,54112,424,28,6,225
5/1/2019,45531,240,47,1,151.87
5/1/2019,45534,240,58,1,157.95
5/1/2019,55984,427,95,1,11
5/1/2019,56008,313,22,8,44.47
5/1/2019,59428,313,23,8,66.77
5/1/2019,57787,1007,2,4,60
5/1/2019,61100,1007,2,11,30
5/1/2019,42620,117,0,17,37.15
5/1/2019,45547,127,0,17,
5/1/2019,46313,127,0,10,22.45
5/1/2019,45709,274,48,5,208.92
5/1/2019,45720,274,46,4,74.48
5/1/2019,45726,274,43,6,122.55
5/1/2019,47251,234,9,8,296.67
5/1/2019,47254,234,10,8,375
5/1/2019,47257,234,9,6,425
5/1/2019,47059,318,28,13,47.7
5/1/2019,47065,318,35,13,60
5/1/2019,47808,295,56,3,120
5/1/2019,59535,439,0,16,
5/1/2019,50998,441,22,7,66.94
5/1/2019,51796,358,60,6,438.6
5/1/2019,51795,358,65,6,877.2
5/1/2019,44981,152,4,5,32.3
5/1/2019,44968,152,65,3,130
5/1/2019,59480,322,12,11,558.33
5/1/2019,59483,322,19,7,833.33
5/1/2019,59486,322,10,9,333.33
5/1/2019,59489,322,8,9,1125
5/1/2019,59492,322,13,9,358.33
5/1/2019,59495,322,11,6,450
5/1/2019,60648,322,25,8,37.71
5/1/2019,60649,322,24,8,55.61
5/1/2019,60650,322,25,7,73.52
5/1/2019,60651,322,15,8,25.67
5/1/2019,55624,348,39,2,216.69
5/1/2019,48740,348,42,7,39.54
5/1/2019,53212,348,41,3,26.91
5/1/2019,44058,153,1,9,65.83
5/1/2019,46677,153,1,20,69.6
5/1/2019,44060,153,1,19,57.76
5/1/2019,64640,293,26,7,11.5
5/1/2019,64049,455,3,16,100
5/1/2019,64047,455,1,15,50
5/1/2019,58679,159,100,NULL,336.88
5/1/2019,57553,159,40,4,63
5/1/2019,57554,159,35,4,66
5/1/2019,42470,161,100,1,133.38
5/1/2019,66346,638,9,6,24.75
5/1/2019,66345,638,7,6,24.75
5/1/2019,44035,167,10,10,23.15
5/1/2019,44038,167,9,13,23.52
5/1/2019,44042,167,15,13,34.52
5/1/2019,46126,167,30,8,34.52
5/1/2019,58582,465,0,17,31.85
5/1/2019,58584,465,0,17,60.11
5/1/2019,58578,465,0,15,180
5/1/2019,60157,465,0,15,47.28
5/1/2019,60288,465,0,14,92.61
5/1/2019,58580,465,0,14,30.51
5/1/2019,60394,468,27,6,158.41
5/1/2019,54880,469,48,4,560.15
5/1/2019,60119,469,3,6,45.2
5/1/2019,65160,475,0,11,32.93
5/1/2019,65161,475,0,12,32.93
5/1/2019,65162,475,0,10,10.91
5/1/2019,65159,475,0,11,32.93
5/1/2019,42482,179,96,2,1639.93
5/1/2019,42484,179,100,NULL,662.03
5/1/2019,42577,182,37,8,64.53
5/1/2019,42579,182,31,5,80.69
5/1/2019,42573,182,53,2,65.88
5/1/2019,42575,182,36,8,48.37
5/1/2019,61572,201,17,7,128.94
5/1/2019,49086,269,69,1,244.03
5/1/2019,49087,269,72,1,309.32
5/1/2019,49088,269,65,1,463.94
5/1/2019,45316,269,34,9,24.99
5/1/2019,45320,269,26,10,30.49
5/1/2019,61084,1068,15,3,125.28
5/1/2019,51328,203,0,11,57.95
5/1/2019,51330,203,0,8,171
5/1/2019,51331,203,32,4,325.71
5/1/2019,51333,203,0,9,30.4
5/1/2019,55784,520,0,5,47.61
5/1/2019,46834,309,5,12,80
5/1/2019,46814,309,5,12,80
5/1/2019,46815,309,2,12,90
5/1/2019,46816,309,4,12,90
6/1/2019,57975,365,1,7,150
6/1/2019,42518,4,22,12,18
6/1/2019,42374,4,6,13,176.5
6/1/2019,42376,4,4,10,151.25
6/1/2019,65571,1057,1,8,59.42
6/1/2019,65568,1057,1,8,47.04
6/1/2019,65570,1057,1,8,59.42
6/1/2019,52727,371,4,9,38.99
6/1/2019,60820,373,30,3,848.06
6/1/2019,52612,373,2,16,44.6
6/1/2019,54073,373,2,16,1486.67
6/1/2019,54071,373,2,16,1681.67
6/1/2019,53003,373,3,15,1486.67
6/1/2019,52610,373,2,15,50.45
6/1/2019,54050,373,3,17,1486.67
6/1/2019,54127,320,40,19,19.06
6/1/2019,54134,320,38,21,27.13
6/1/2019,54141,320,37,21,27.13
6/1/2019,54121,320,33,21,27.13
6/1/2019,48009,355,41,6,43.5
6/1/2019,56784,355,38,2,111.38
6/1/2019,49288,355,44,2,50
6/1/2019,56628,238,0,4,72.9
6/1/2019,47723,333,51,3,200
6/1/2019,46384,553,15,3,89.47
6/1/2019,46385,553,0,3,89.47
6/1/2019,46386,553,23,3,89.47
6/1/2019,46387,553,3,2,89.47
6/1/2019,56448,1051,0,1,
6/1/2019,64799,228,51,3,13.75
6/1/2019,42591,217,35,6,71.34
6/1/2019,42589,217,33,7,53.48
6/1/2019,43658,83,8,2,56.4
6/1/2019,46108,229,84,1,74.87
6/1/2019,50589,28,2,2,178.74
6/1/2019,50595,28,5,2,178.74
6/1/2019,54170,28,2,3,178.74
6/1/2019,42625,28,1,9,1279.3
6/1/2019,58806,29,39,2,237.82
6/1/2019,58807,29,39,2,237.82
6/1/2019,58878,29,39,2,237.82
6/1/2019,58879,29,40,2,237.82
6/1/2019,65048,330,6,5,120
6/1/2019,65050,330,23,6,35.73
6/1/2019,65052,381,32,5,71.2
6/1/2019,65055,381,43,5,141.3
6/1/2019,65059,329,4,8,35
6/1/2019,65060,329,20,5,2.25
6/1/2019,65064,329,16,7,60
6/1/2019,65065,329,7,7,3.65
6/1/2019,61587,562,26,15,300
6/1/2019,61590,562,35,16,400
6/1/2019,61592,562,26,11,20
6/1/2019,49216,34,0,15,13.3
6/1/2019,45430,287,0,5,21.9
6/1/2019,45429,287,1,4,21.9
6/1/2019,66492,1149,19,6,1900
6/1/2019,45968,232,16,12,166.67
6/1/2019,63907,52,30,4,679.16
6/1/2019,63918,52,15,4,679.16
6/1/2019,42403,53,43,4,335.32
6/1/2019,42401,53,30,4,84.01
6/1/2019,46256,57,21,9,104.88
6/1/2019,46308,57,27,8,117.75
6/1/2019,57338,59,42,6,100
6/1/2019,46409,61,26,12,371.09
6/1/2019,42410,61,25,13,439.38
6/1/2019,55986,1009,27,7,96.88
6/1/2019,42418,67,42,10,425.3
6/1/2019,42420,67,45,12,425.3
6/1/2019,42422,67,49,14,479.3
6/1/2019,42424,67,58,9,480.1
6/1/2019,52592,391,1,16,29.38
6/1/2019,52593,391,0,18,14.73
6/1/2019,52594,391,0,18,14.73
6/1/2019,63299,547,0,7,11
6/1/2019,51451,512,1,2,85.59
6/1/2019,42433,72,84,3,107.78
6/1/2019,42435,72,32,4,129.34
6/1/2019,42613,72,40,5,105.9
6/1/2019,42615,72,58,5,112.5
6/1/2019,51552,404,1,14,73.8
6/1/2019,54145,353,4,4,10.95
6/1/2019,54146,353,3,4,15.95
6/1/2019,54147,353,9,6,34.95
6/1/2019,53148,74,46,4,498.15
6/1/2019,53151,74,47,4,56.46
6/1/2019,65959,405,43,1,261.26
6/1/2019,65960,405,42,1,379.62
6/1/2019,65961,405,54,1,516.86
6/1/2019,42447,87,69,2,60
6/1/2019,42443,87,68,1,50
6/1/2019,42445,87,64,2,55
6/1/2019,42654,90,0,20,8.48
6/1/2019,42658,90,0,22,144
6/1/2019,47715,90,0,17,324.6
6/1/2019,47719,90,0,15,391.85
6/1/2019,46929,311,3,5,137.48
6/1/2019,46808,311,1,7,137.48
6/1/2019,46922,311,1,6,137.48
6/1/2019,64143,518,0,4,38.52
6/1/2019,64142,518,0,4,7.71
6/1/2019,64141,518,0,4,77.03
6/1/2019,46974,218,92,5,975
6/1/2019,42585,218,87,7,21.75
6/1/2019,63441,1064,31,5,41.96
6/1/2019,63443,1064,29,5,41.96
6/1/2019,63444,1064,27,6,41.96
6/1/2019,63445,1064,21,6,41.96
6/1/2019,49206,996,40,5,135.75
6/1/2019,49218,996,57,5,136.7
6/1/2019,49572,497,30,5,85
6/1/2019,63307,497,23,3,240
6/1/2019,63479,415,23,13,1114.15
6/1/2019,61086,415,24,12,1368.26
6/1/2019,63896,335,14,9,30.06
6/1/2019,63895,335,19,9,14.54
6/1/2019,44584,107,50,5,64.12
6/1/2019,54101,424,78,2,703.03
6/1/2019,54107,424,39,8,225
6/1/2019,54112,424,42,6,225
6/1/2019,45531,240,44,1,151.87
6/1/2019,45534,240,55,1,157.95
6/1/2019,55984,427,93,1,11
6/1/2019,56008,313,17,8,44.47
6/1/2019,59428,313,19,7,66.77
6/1/2019,57787,1007,0,4,60
6/1/2019,61100,1007,0,12,30
6/1/2019,45545,127,0,16,8.71
6/1/2019,46313,127,0,9,22.45
6/1/2019,45709,274,44,4,208.92
6/1/2019,45720,274,46,5,74.48
6/1/2019,45726,274,38,7,122.55
6/1/2019,47251,234,10,8,296.67
6/1/2019,47254,234,10,8,375
6/1/2019,47257,234,9,6,425
6/1/2019,47059,318,27,13,47.7
6/1/2019,47065,318,36,13,60
6/1/2019,47808,295,57,3,120
6/1/2019,59535,439,0,16,
6/1/2019,50998,441,24,6,66.94
6/1/2019,51796,358,57,6,438.6
6/1/2019,51795,358,64,6,877.2
6/1/2019,44981,152,9,5,32.3
6/1/2019,44968,152,41,3,130
6/1/2019,59480,322,12,10,558.33
6/1/2019,59483,322,18,7,833.33
6/1/2019,59486,322,9,9,333.33
6/1/2019,59489,322,10,8,1125
6/1/2019,59492,322,11,10,358.33
6/1/2019,59495,322,11,7,450
6/1/2019,60648,322,13,8,37.71
6/1/2019,60649,322,14,8,55.61
6/1/2019,60650,322,12,7,73.52
6/1/2019,60651,322,24,8,25.67
6/1/2019,55624,348,20,2,216.69
6/1/2019,48740,348,44,7,39.54
6/1/2019,53212,348,29,3,26.91
6/1/2019,44058,153,2,8,65.83
6/1/2019,46677,153,1,20,69.6
6/1/2019,44060,153,1,19,57.76
6/1/2019,64640,293,30,7,11.5
6/1/2019,64049,455,4,16,100
6/1/2019,64047,455,1,16,50
6/1/2019,58679,159,100,NULL,336.88
6/1/2019,57553,159,44,4,63
6/1/2019,57554,159,36,4,66
6/1/2019,42470,161,100,NULL,133.38
6/1/2019,66346,638,11,6,24.75
6/1/2019,66345,638,28,5,24.75
6/1/2019,44035,167,13,10,23.15
6/1/2019,44038,167,9,14,23.52
6/1/2019,44042,167,15,13,34.52
6/1/2019,46126,167,28,8,34.52
6/1/2019,58582,465,0,17,31.85
6/1/2019,58584,465,0,18,60.11
6/1/2019,58578,465,0,16,180
6/1/2019,60157,465,0,15,47.28
6/1/2019,60288,465,0,14,92.61
6/1/2019,58580,465,0,14,30.51
6/1/2019,60394,468,64,5,158.41
6/1/2019,54880,469,51,4,560.15
6/1/2019,60119,469,2,6,45.2
6/1/2019,65160,475,0,11,32.93
6/1/2019,65161,475,0,11,32.93
6/1/2019,65162,475,0,10,10.91
6/1/2019,65159,475,0,11,32.93
6/1/2019,42482,179,96,2,1639.93
6/1/2019,42484,179,100,NULL,662.03
6/1/2019,42577,182,35,7,64.53
6/1/2019,42579,182,31,5,80.69
6/1/2019,42573,182,46,1,65.88
6/1/2019,42575,182,35,9,48.37
6/1/2019,61572,201,12,7,128.94
6/1/2019,49086,269,68,1,244.03
6/1/2019,49087,269,67,1,309.32
6/1/2019,49088,269,67,2,463.94
6/1/2019,45316,269,31,9,24.99
6/1/2019,45320,269,34,11,30.49
6/1/2019,61084,1068,14,3,125.28
6/1/2019,51328,203,0,11,57.95
6/1/2019,51330,203,0,8,171
6/1/2019,51331,203,32,4,325.71
6/1/2019,51333,203,0,8,30.4
6/1/2019,55784,520,0,6,47.61
6/1/2019,46834,309,4,12,80
6/1/2019,46814,309,4,13,80
6/1/2019,46815,309,3,12,90
6/1/2019,46816,309,4,12,90
7/1/2019,57975,365,1,7,150
7/1/2019,42518,4,17,12,18
7/1/2019,42374,4,1,13,176.5
7/1/2019,42376,4,1,10,151.25
7/1/2019,65571,1057,0,8,59.42
7/1/2019,65568,1057,0,8,47.04
7/1/2019,65570,1057,1,8,59.42
7/1/2019,52727,371,0,8,38.99
7/1/2019,60820,373,27,3,848.06
7/1/2019,52612,373,2,17,44.6
7/1/2019,54073,373,3,16,1486.67
7/1/2019,54071,373,2,16,1681.67
7/1/2019,53003,373,3,15,1486.67
7/1/2019,52610,373,2,16,50.45
7/1/2019,54050,373,2,17,1486.67
7/1/2019,54127,320,34,21,19.06
7/1/2019,54134,320,32,22,27.13
7/1/2019,54141,320,33,21,27.13
7/1/2019,54121,320,31,22,27.13
7/1/2019,48009,355,38,7,43.5
7/1/2019,56784,355,41,2,111.38
7/1/2019,49288,355,51,2,50
7/1/2019,56628,238,0,5,72.9
7/1/2019,47723,333,58,3,200
7/1/2019,46384,553,21,3,89.47
7/1/2019,46385,553,0,3,89.47
7/1/2019,46386,553,20,3,89.47
7/1/2019,46387,553,9,2,89.47
7/1/2019,56448,1051,0,1,
7/1/2019,64799,228,51,3,13.75
7/1/2019,42591,217,33,6,71.34
7/1/2019,42589,217,32,7,53.48
7/1/2019,43658,83,8,2,56.4
7/1/2019,46108,229,77,1,74.87
7/1/2019,50589,28,1,2,178.74
7/1/2019,50595,28,2,2,178.74
7/1/2019,54170,28,1,3,178.74
7/1/2019,42625,28,2,9,1279.3
7/1/2019,58806,29,40,2,237.82
7/1/2019,58807,29,40,2,237.82
7/1/2019,58878,29,40,2,237.82
7/1/2019,58879,29,40,2,237.82
7/1/2019,65048,330,5,5,120
7/1/2019,65050,330,24,6,35.73
7/1/2019,65052,381,31,5,71.2
7/1/2019,65055,381,41,5,141.3
7/1/2019,65059,329,5,8,35
7/1/2019,65060,329,21,5,2.25
7/1/2019,65064,329,15,7,60
7/1/2019,65065,329,8,7,3.65
7/1/2019,61587,562,17,16,300
7/1/2019,61590,562,23,17,400
7/1/2019,61592,562,18,11,20
7/1/2019,45430,287,0,5,21.9
7/1/2019,45429,287,1,4,21.9
7/1/2019,66492,1149,14,6,1900
7/1/2019,45968,232,17,11,166.67
7/1/2019,63907,52,31,4,679.16
7/1/2019,63918,52,30,4,679.16
7/1/2019,42403,53,43,4,335.32
7/1/2019,42401,53,28,4,84.01
7/1/2019,46256,57,24,7,104.88
7/1/2019,46308,57,32,8,117.75
7/1/2019,57338,59,39,6,100
7/1/2019,46409,61,27,12,371.09
7/1/2019,42410,61,29,13,439.38
7/1/2019,55986,1009,32,7,96.88
7/1/2019,42418,67,45,10,425.3
7/1/2019,42420,67,45,12,425.3
7/1/2019,42422,67,51,13,479.3
7/1/2019,42424,67,57,9,480.1
7/1/2019,52592,391,1,16,29.38
7/1/2019,52593,391,0,17,14.73
7/1/2019,52594,391,0,17,14.73
7/1/2019,63299,547,0,7,11
7/1/2019,51451,512,0,2,85.59
7/1/2019,42433,72,67,3,107.78
7/1/2019,42435,72,21,4,129.34
7/1/2019,42613,72,43,5,105.9
7/1/2019,42615,72,62,5,112.5
7/1/2019,51552,404,1,14,73.8
7/1/2019,54145,353,5,4,10.95
7/1/2019,54146,353,4,4,15.95
7/1/2019,54147,353,6,6,34.95
7/1/2019,53148,74,48,4,498.15
7/1/2019,53151,74,21,4,56.46
7/1/2019,65959,405,43,1,261.26
7/1/2019,65960,405,42,1,379.62
7/1/2019,65961,405,44,1,516.86
7/1/2019,42447,87,66,2,60
7/1/2019,42443,87,68,1,50
7/1/2019,42445,87,66,2,55
7/1/2019,42654,90,0,20,8.48
7/1/2019,42658,90,0,22,144
7/1/2019,47715,90,1,17,324.6
7/1/2019,46929,311,11,5,137.48
7/1/2019,46808,311,0,7,137.48
7/1/2019,46922,311,0,6,137.48
7/1/2019,64143,518,0,4,38.52
7/1/2019,64142,518,0,4,7.71
7/1/2019,64141,518,0,4,77.03
7/1/2019,42588,218,91,5,30.5
7/1/2019,42585,218,87,7,21.75
7/1/2019,63441,1064,31,5,41.96
7/1/2019,63443,1064,32,5,41.96
7/1/2019,63444,1064,26,6,41.96
7/1/2019,63445,1064,23,6,41.96
7/1/2019,49206,996,44,5,135.75
7/1/2019,49218,996,57,5,136.7
7/1/2019,49572,497,31,5,85
7/1/2019,63307,497,27,3,240
7/1/2019,63479,415,29,14,1114.15
7/1/2019,61086,415,24,14,1368.26
7/1/2019,63896,335,16,9,30.06
7/1/2019,63895,335,20,9,14.54
7/1/2019,44584,107,34,4,64.12
7/1/2019,54101,424,68,2,703.03
7/1/2019,54107,424,42,7,225
7/1/2019,54112,424,32,5,225
7/1/2019,45531,240,55,1,151.87
7/1/2019,45534,240,56,1,157.95
7/1/2019,55984,427,92,1,11
7/1/2019,56008,313,7,8,44.47
7/1/2019,59428,313,8,7,66.77
7/1/2019,57787,1007,0,4,60
7/1/2019,61100,1007,0,12,30
7/1/2019,45545,127,0,16,8.71
7/1/2019,46313,127,0,9,22.45
7/1/2019,45709,274,52,4,208.92
7/1/2019,45720,274,46,5,74.48
7/1/2019,45726,274,36,9,122.55
7/1/2019,47251,234,10,8,296.67
7/1/2019,47254,234,8,8,375
7/1/2019,47257,234,11,6,425
7/1/2019,47059,318,31,13,47.7
7/1/2019,47065,318,54,13,60
7/1/2019,47808,295,59,3,120
7/1/2019,59535,439,0,16,
7/1/2019,50998,441,13,5,66.94
7/1/2019,52128,358,0,2,
7/1/2019,51796,358,51,6,438.6
7/1/2019,51795,358,62,6,877.2
7/1/2019,44981,152,18,5,32.3
7/1/2019,44968,152,32,2,130
7/1/2019,59480,322,15,11,558.33
7/1/2019,59483,322,18,7,833.33
7/1/2019,59486,322,9,9,333.33
7/1/2019,59489,322,16,8,1125
7/1/2019,59492,322,12,9,358.33
7/1/2019,59495,322,9,6,450
7/1/2019,60648,322,19,9,37.71
7/1/2019,60649,322,25,8,55.61
7/1/2019,60650,322,16,7,73.52
7/1/2019,60651,322,20,9,25.67
7/1/2019,55624,348,21,2,216.69
7/1/2019,48740,348,45,6,39.54
7/1/2019,53212,348,43,3,26.91
7/1/2019,44058,153,2,7,65.83
7/1/2019,44059,153,1,19,34.87
7/1/2019,44060,153,1,18,57.76
7/1/2019,64640,293,36,7,11.5
7/1/2019,64049,455,4,16,100
7/1/2019,64047,455,0,15,50
7/1/2019,58679,159,100,NULL,336.88
7/1/2019,57553,159,46,4,63
7/1/2019,57554,159,40,4,66
7/1/2019,42470,161,100,NULL,133.38
7/1/2019,66346,638,34,6,24.75
7/1/2019,66345,638,38,5,24.75
7/1/2019,44035,167,13,10,23.15
7/1/2019,44038,167,10,14,23.52
7/1/2019,44042,167,18,12,34.52
7/1/2019,46126,167,35,8,34.52
7/1/2019,58583,465,0,17,318.5
7/1/2019,58584,465,0,18,60.11
7/1/2019,58578,465,0,16,180
7/1/2019,60157,465,0,14,47.28
7/1/2019,60288,465,0,14,92.61
7/1/2019,58580,465,0,14,30.51
7/1/2019,60394,468,50,5,158.41
7/1/2019,54880,469,47,4,560.15
7/1/2019,60119,469,1,6,45.2
7/1/2019,65160,475,0,12,32.93
7/1/2019,65161,475,0,12,32.93
7/1/2019,65159,475,0,11,32.93
7/1/2019,42482,179,98,2,1639.93
7/1/2019,42484,179,100,NULL,662.03
7/1/2019,42577,182,30,7,64.53
7/1/2019,42579,182,30,5,80.69
7/1/2019,42573,182,45,2,65.88
7/1/2019,42575,182,35,9,48.37
7/1/2019,61572,201,15,7,128.94
7/1/2019,49086,269,71,2,244.03
7/1/2019,49087,269,69,2,309.32
7/1/2019,49088,269,68,2,463.94
7/1/2019,45316,269,32,10,24.99
7/1/2019,45320,269,33,11,30.49
7/1/2019,61084,1068,13,3,125.28
7/1/2019,51328,203,0,11,57.95
7/1/2019,51330,203,0,8,171
7/1/2019,51331,203,22,4,325.71
7/1/2019,51333,203,0,8,30.4
7/1/2019,55784,520,0,5,47.61
7/1/2019,46834,309,5,12,80
7/1/2019,46814,309,4,12,80
7/1/2019,46815,309,4,12,90
7/1/2019,46816,309,4,12,90
8/1/2019,57975,365,0,7,150
8/1/2019,42518,4,17,11,18
8/1/2019,42374,4,13,13,176.5
8/1/2019,42376,4,10,10,151.25
8/1/2019,51012,368,0,7,35
8/1/2019,65571,1057,0,8,59.42
8/1/2019,65568,1057,0,8,47.04
8/1/2019,65570,1057,0,8,59.42
8/1/2019,52727,371,0,9,38.99
8/1/2019,60820,373,32,3,848.06
8/1/2019,52612,373,2,16,44.6
8/1/2019,54073,373,3,15,1486.67
8/1/2019,54071,373,3,16,1681.67
8/1/2019,53003,373,3,15,1486.67
8/1/2019,52610,373,2,16,50.45
8/1/2019,54050,373,3,17,1486.67
8/1/2019,54127,320,39,20,19.06
8/1/2019,54134,320,43,21,27.13
8/1/2019,54141,320,42,21,27.13
8/1/2019,54121,320,27,21,27.13
8/1/2019,48009,355,36,6,43.5
8/1/2019,56784,355,41,2,111.38
8/1/2019,49288,355,42,3,50
8/1/2019,56628,238,0,5,72.9
8/1/2019,47723,333,51,3,200
8/1/2019,46384,553,23,3,89.47
8/1/2019,46385,553,0,3,89.47
8/1/2019,46386,553,20,3,89.47
8/1/2019,46387,553,4,2,89.47
8/1/2019,64799,228,44,3,13.75
8/1/2019,42591,217,33,5,71.34
8/1/2019,42589,217,34,7,53.48
8/1/2019,43658,83,8,2,56.4
8/1/2019,46108,229,72,1,74.87
8/1/2019,50589,28,0,2,178.74
8/1/2019,50595,28,1,2,178.74
8/1/2019,54170,28,1,3,178.74
8/1/2019,42625,28,1,10,1279.3
8/1/2019,58806,29,40,2,237.82
8/1/2019,58807,29,40,2,237.82
8/1/2019,58878,29,39,2,237.82
8/1/2019,58879,29,41,2,237.82
8/1/2019,65048,330,15,5,120
8/1/2019,65050,330,32,6,35.73
8/1/2019,65052,381,30,5,71.2
8/1/2019,65055,381,41,5,141.3
8/1/2019,65059,329,7,8,35
8/1/2019,65060,329,22,5,2.25
8/1/2019,65064,329,14,7,60
8/1/2019,65065,329,22,7,3.65
8/1/2019,61587,562,21,16,300
8/1/2019,61590,562,23,17,400
8/1/2019,61592,562,14,10,20
8/1/2019,45430,287,0,5,21.9
8/1/2019,45429,287,1,4,21.9
8/1/2019,66492,1149,6,6,1900
8/1/2019,45968,232,18,11,166.67
8/1/2019,63907,52,36,4,679.16
8/1/2019,63918,52,36,4,679.16
8/1/2019,42403,53,44,4,335.32
8/1/2019,42401,53,30,4,84.01
8/1/2019,46256,57,24,7,104.88
8/1/2019,46308,57,28,8,117.75
8/1/2019,57338,59,32,6,100
8/1/2019,46409,61,28,13,371.09
8/1/2019,42410,61,26,12,439.38
8/1/2019,55986,1009,29,7,96.88
8/1/2019,42418,67,44,11,425.3
8/1/2019,42420,67,45,13,425.3
8/1/2019,42422,67,50,13,479.3
8/1/2019,42424,67,57,9,480.1
8/1/2019,52592,391,1,16,29.38
8/1/2019,52593,391,0,18,14.73
8/1/2019,52594,391,0,17,14.73
8/1/2019,63299,547,0,6,11
8/1/2019,51451,512,0,2,85.59
8/1/2019,42433,72,70,2,107.78
8/1/2019,42435,72,19,4,129.34
8/1/2019,42613,72,44,5,105.9
8/1/2019,42615,72,58,5,112.5
8/1/2019,51552,404,1,14,73.8
8/1/2019,54145,353,4,4,10.95
8/1/2019,54146,353,5,4,15.95
8/1/2019,54147,353,8,6,34.95
8/1/2019,53148,74,50,4,498.15
8/1/2019,53151,74,14,4,56.46
8/1/2019,65959,405,43,1,261.26
8/1/2019,65960,405,42,1,379.62
8/1/2019,65961,405,51,1,516.86
8/1/2019,42447,87,68,2,60
8/1/2019,42443,87,68,1,50
8/1/2019,42445,87,65,2,55
8/1/2019,42655,90,0,20,73.8
8/1/2019,42658,90,0,22,144
8/1/2019,47715,90,1,17,324.6
8/1/2019,47719,90,0,15,391.85
8/1/2019,46929,311,14,5,137.48
8/1/2019,46922,311,2,5,137.48
8/1/2019,64143,518,0,4,38.52
8/1/2019,64142,518,0,4,7.71
8/1/2019,64141,518,0,4,77.03
8/1/2019,42588,218,90,5,30.5
8/1/2019,42585,218,89,7,21.75
8/1/2019,63441,1064,32,6,41.96
8/1/2019,63443,1064,33,5,41.96
8/1/2019,63444,1064,28,6,41.96
8/1/2019,63445,1064,24,6,41.96
8/1/2019,49206,996,49,6,135.75
8/1/2019,49218,996,58,6,136.7
8/1/2019,49572,497,42,5,85
8/1/2019,63307,497,15,3,240
8/1/2019,63479,415,25,14,1114.15
8/1/2019,61086,415,30,14,1368.26
8/1/2019,63896,335,20,9,30.06
8/1/2019,63895,335,18,9,14.54
8/1/2019,44584,107,60,5,64.12
8/1/2019,54101,424,66,3,703.03
8/1/2019,54107,424,36,7,225
8/1/2019,54112,424,36,5,225
8/1/2019,45531,240,59,1,151.87
8/1/2019,45534,240,67,1,157.95
8/1/2019,55984,427,95,1,11
8/1/2019,56008,313,8,7,44.47
8/1/2019,59428,313,18,6,66.77
8/1/2019,57787,1007,0,4,60
8/1/2019,61100,1007,0,12,30
